"","N402Barcode_706.511","N402Barcode_705.507","N402Barcode_718.520","N402Barcode_722.516","N402Barcode_721.516","N402Barcode_715.515","N402Barcode_718.513","N402Barcode_704.506","N402Barcode_702.505","N402Barcode_706.503","N402Barcode_701.511","N402Barcode_727.507","N402Barcode_729.502","N402Barcode_705.521","N402Barcode_719.503","N402Barcode_707.521","N402Barcode_728.521","N402Barcode_702.508","N402Barcode_703.520","N402Barcode_707.506","N402Barcode_701.505","N402Barcode_724.505","N402Barcode_728.510","N402Barcode_703.503","N402Barcode_726.511","N402Barcode_702.510","N402Barcode_712.513","N402Barcode_714.516","N402Barcode_715.503","N402Barcode_726.521","N402Barcode_721.503","N402Barcode_704.515","N402Barcode_719.517","N402Barcode_705.522","N402Barcode_705.508","N402Barcode_705.510","N402Barcode_722.513","N402Barcode_720.503","N402Barcode_720.517","N402Barcode_716.510","N402Barcode_702.511","N402Barcode_723.502","N402Barcode_727.522","N402Barcode_715.518","N402Barcode_703.507","N402Barcode_707.515","N402Barcode_702.520","N402Barcode_704.510","N402Barcode_712.521","N402Barcode_706.522","N402Barcode_714.510","N402Barcode_702.515","N402Barcode_701.515","N402Barcode_711.502","N402Barcode_701.517","N402Barcode_720.507","N402Barcode_728.508","N402Barcode_728.520","N402Barcode_726.522","N402Barcode_707.503","N402Barcode_724.510","N402Barcode_705.505","N402Barcode_701.503","N402Barcode_703.516","N402Barcode_728.503","N402Barcode_703.510","N402Barcode_721.508","N402Barcode_707.505","N402Barcode_716.506","N402Barcode_714.518","N402Barcode_720.516","N402Barcode_724.507","N402Barcode_720.506","N402Barcode_720.520","N402Barcode_701.518","N402Barcode_722.520","N402Barcode_723.508","N402Barcode_721.521","N402Barcode_715.511","N402Barcode_704.516","N402Barcode_724.520","N402Barcode_714.507","N402Barcode_726.507","N402Barcode_728.516","N402Barcode_723.516","N402Barcode_704.511","N402Barcode_715.507","N402Barcode_720.505","N402Barcode_711.522","N402Barcode_716.518","N402Barcode_721.513","N402Barcode_722.517","N402Barcode_705.511","N402Barcode_727.506","N402Barcode_719.506","N402Barcode_721.506","N402Barcode_720.515","N402Barcode_712.508","N402Barcode_711.511","N402Barcode_716.515","N402Barcode_721.518","N402Barcode_723.503","N402Barcode_705.520","N402Barcode_723.513","N402Barcode_710.510","N402Barcode_726.517","N402Barcode_724.506","N402Barcode_724.515","N402Barcode_706.516","N402Barcode_711.513","N402Barcode_716.522","N402Barcode_711.521","N402Barcode_706.521","N402Barcode_712.518","N402Barcode_705.517","N402Barcode_714.515","N402Barcode_712.503","N402Barcode_727.521","N402Barcode_704.522","N402Barcode_728.518","N402Barcode_718.518","N402Barcode_707.510","N402Barcode_716.511","N402Barcode_727.505","N402Barcode_712.502","N402Barcode_710.518","N402Barcode_724.518","N402Barcode_719.507","N402Barcode_710.520","N402Barcode_707.520","N402Barcode_706.520","N402Barcode_710.517","N402Barcode_701.506","N402Barcode_711.518","N402Barcode_704.517","N402Barcode_728.517","N402Barcode_706.505","N402Barcode_722.505","N402Barcode_718.517","N402Barcode_701.510","N402Barcode_704.520","N402Barcode_710.508","N402Barcode_723.511","N402Barcode_710.516","N402Barcode_703.513","N402Barcode_716.508","N402Barcode_716.502","N402Barcode_704.513","N402Barcode_716.521","N402Barcode_726.510","N402Barcode_712.520","N402Barcode_718.507","N402Barcode_716.503","N402Barcode_716.517","N402Barcode_718.510","N402Barcode_724.508","N402Barcode_720.510","N402Barcode_712.511","N402Barcode_719.511","N402Barcode_712.515","N402Barcode_712.505","N402Barcode_707.517","N402Barcode_721.511","N402Barcode_727.511","N402Barcode_723.505","N402Barcode_718.522","N402Barcode_721.515","N402Barcode_728.513","N402Barcode_701.502","N402Barcode_711.515","N402Barcode_719.520","N402Barcode_711.503","N402Barcode_711.517","N402Barcode_723.521","N402Barcode_719.505","N402Barcode_727.517","N402Barcode_724.517","N402Barcode_722.522","N402Barcode_712.517","N402Barcode_722.515","N402Barcode_728.511","N402Barcode_707.516","N402Barcode_706.507","N402Barcode_707.502","N402Barcode_719.521","N402Barcode_701.507","N402Barcode_721.502","N402Barcode_723.522","N402Barcode_701.522","N402Barcode_724.502","N402Barcode_711.505","N402Barcode_728.522","N402Barcode_705.516","N402Barcode_714.506","N402Barcode_718.506","N402Barcode_722.503","N402Barcode_702.506","N402Barcode_715.513","N402Barcode_703.502","N402Barcode_721.517","N402Barcode_715.520","N402Barcode_711.508","N402Barcode_701.516","N402Barcode_716.505","N402Barcode_707.508","N402Barcode_727.508","N402Barcode_702.516","N402Barcode_727.520","N402Barcode_718.511","N402Barcode_727.502","N402Barcode_727.515","N402Barcode_720.508","N402Barcode_707.507","N402Barcode_703.508","N402Barcode_723.518","N402Barcode_702.503","N402Barcode_727.510","N402Barcode_703.518","N402Barcode_712.522","N402Barcode_704.507","N402Barcode_712.510","N402Barcode_718.508","N402Barcode_726.518","N402Barcode_702.521","N402Barcode_704.502","N402Barcode_715.505","N402Barcode_718.502","N402Barcode_715.521","N402Barcode_701.520","N402Barcode_710.513","N402Barcode_711.520","N402Barcode_726.505","N402Barcode_705.513","N402Barcode_723.517","N402Barcode_722.506","N402Barcode_716.516","N402Barcode_706.515","N402Barcode_728.506","N402Barcode_724.511","N402Barcode_702.513","N402Barcode_727.503","N402Barcode_724.513","N402Barcode_712.516","N402Barcode_719.522","N402Barcode_715.502","N402Barcode_705.503","N402Barcode_716.513","N402Barcode_706.517","N402Barcode_722.507","N402Barcode_718.505","N402Barcode_727.516","N402Barcode_726.520","N402Barcode_701.513","N402Barcode_723.515","N402Barcode_715.506","N402Barcode_704.503","N402Barcode_724.522","N402Barcode_715.522","N402Barcode_716.520","N402Barcode_714.511","N402Barcode_702.518","N402Barcode_704.505","N402Barcode_719.502","N402Barcode_722.508","N402Barcode_714.522","N402Barcode_722.521","N402Barcode_724.503","N402Barcode_703.505","N402Barcode_702.517","N402Barcode_719.518","N402Barcode_726.502","N402Barcode_726.508","N402Barcode_721.507","N402Barcode_726.516","N402Barcode_703.517","N402Barcode_722.511","N402Barcode_706.518","N402Barcode_726.515","N402Barcode_704.521","N402Barcode_714.521","N402Barcode_727.518","N402Barcode_705.515","N402Barcode_720.511","N402Barcode_719.515","N402Barcode_710.502","N402Barcode_724.521","N402Barcode_706.502","N402Barcode_723.510","N402Barcode_702.522","N402Barcode_718.521","N402Barcode_702.502","N402Barcode_703.506","N402Barcode_706.508","N402Barcode_703.521","N402Barcode_721.505","N402Barcode_727.513","N402Barcode_726.506","N402Barcode_721.520","N402Barcode_729.513","N402Barcode_720.502","N402Barcode_707.513","N402Barcode_723.506","N402Barcode_706.513","N402Barcode_712.507","N402Barcode_714.513","N402Barcode_704.518","N402Barcode_707.522","N402Barcode_715.516","N402Barcode_721.522","N402Barcode_722.502","N402Barcode_703.515","N402Barcode_724.516","N402Barcode_715.517","N402Barcode_711.507","N402Barcode_723.520","N402Barcode_710.507","N402Barcode_710.503","N402Barcode_701.521","N402Barcode_711.510","N402Barcode_718.503","N402Barcode_706.506","N402Barcode_718.516","N402Barcode_714.503","N402Barcode_707.511","N402Barcode_728.502","N402Barcode_714.505","N402Barcode_728.515","N402Barcode_704.508","N402Barcode_719.516","N402Barcode_722.510","N402Barcode_710.505","N402Barcode_710.515","N402Barcode_722.518","N402Barcode_723.507","N402Barcode_705.518","N402Barcode_719.510","N402Barcode_714.508","N402Barcode_706.510"
"Smp-083710",0,0.438296998171974,0.0345635827672658,0,0,0,0,0,0,0,0,0,0.262590806958339,0,0,0,0,0,0,0,0,0,0,0,0,0.0411608036812834,0,0,0,0,0,0,0,0,1.12364200605026,0,0,0,0,0,0,0,0,1.34867024999308,0,0,0,0,0,0.0195950068230683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112989990703459,0.0100567237871407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107699638819764,0,0,0,1.61162974062189,0,0,0,0,0.550950139710556,0,0,0,0,0,1.26090104462191,0,0,1.38682071932303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112837284339219,0,0,0,0.425206353713447,0,0,0,0,0.0102528330155648,0,1.30381183809425,0,1.16748162079351,0,0,0,0,0,1.95530745503259,0,0,0.0287667490969724,1.25530640664914,0,0,0,0,1.32079437205274,0,0,0.15190201209581,0,0,0,0,0,0,1.23299089817916,0,0,0,0,0,0,0.00975444483699424,0,0.890265804195477,0,0,0,0,0,0,0.991281023474544,0.0544998882844981,0,0,0,0.00932169918678176,0,0,0,0,0,0,0,0,0,0.00883624922698175,0,0,0,0,0.900249304203308,0,0.895996693453807,0,0,0,1.20097921250523,0,0,0,0,0,0,0.188113012889373,0,0,1.0816761091442,0.00953334897773465,1.97315513444934,0.597632179372613,0,0,0,0,0,0,0.00717103354837147,0,0,0,0,0.574250945882823,0,0,0.817258397636895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968283489110733,0,0,0,0,0.462445103809664,0,0,1.59326773231802,0.618489279511247,0,0,0.0505958161888962,0,0,0,0,0,0,0,0,0,0,1.5650072283896,0,0,0,0,0,0,0,0,0,1.61906484444994,0,0,0,0,0,0,0,0,0,0,0.639850444269385,0,0,0,0,0,0,0,0,0,0,0.837504700551102,0,0,0,0,0.0762027595374771,0,0,0,0,0,0,0,0
"Smp-104270",0,0,0,0,0,0,0.0206214781907463,0,0,0,0,0,0.182795204604894,0,0,0,0.0742061514732227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322775290453447,0,0,0,0,0,0,0.419840367711608,0,0,0.510357726852889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984240582854291,0,0,0,0,1.77542323780954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157373016006051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773134538463187,0,0,0,1.04646963928765,0,0,0,0,0,0,0,0,0,0.296355222110768,0,0,0,0,0,0,0,0,0,0,1.15074612256542,0,0,0,0,0,0,0.0155251536418654,0,0.0201262492189938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32001364431709,0,0.299876530001926,1.1556275921795,0,0,0,0,0,0.841669450274924,0,0,0.0364255250027607,0,0,0,0,0,0,0,0,0,0,0,0,0.020398658418863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33377188554938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395039775284686,0.453156843130504,0,0,0,0,0,0,0.226892576448427,0,0,0.0442622182108287,0,0,0.0354591534745207,0,0,0,0,0,0.0233961213966436,1.03135530145555,1.07147492338904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283036727896574,0.0195934590788201,0,0,0,0,0,0,0.114411627197761,0,0,0,0,0,0,0,0,0,0,0,0,1.67271387393228,0,0,0.0757013381332366,0,0,0,0,0,0
"Smp-198960",0,0,0,0,0,0,0,0,0,0,0,0.832925280634735,0,0,0,0,0,0,0,0.443832134726077,0,0,0,0,0.64620429877124,0,0,0,0,0,0,1.45358983034329,0,0.0331927152930048,0,0,0,0,1.77643716887355,0,0,0.0399177911666582,0,0,0,0,0,0,1.0227938778835,0,0,0,0,0,0,0,0,0,0,1.14449120115545,0,1.70708547607255,1.95702463156049,0,0,0,0,0,0,1.82455644186278,0,1.58616874875026,0,0,1.36262428874507,0,0,0,0,0,0,0,0,0,0,2.30996461193782,0,0,0,0,1.33494691736086,1.15325975483671,0.113583690468382,0,0,0,0,0,0,0,0,1.55749342756063,2.01631032690539,0,0,1.72447498047867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49007952431193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441448623752476,0,1.93149106520923,1.67376228783874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534320957720459,0,0.800580362553375,1.22027749448624,0,0.246883161024387,0,0,1.21371719318882,0,0,0.933182308518975,0,0,0,0,1.48714485071412,0,0,0,0,0,0,0,0,0,0,1.74227214607958,0,0.824847645048655,1.58073330700022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71430883345507,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31160416350458,0,0,0,0,0,0,0,0,0,0,0,0,0.677791908697487,1.23017881262456,0,0,0,0,0,0,0,0.619266535008159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21940295627779,1.44008037072463,0,1.6159935118558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13148142348818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1138446663838,0,1.0845460148686,0,0,0,0,1.61759035699518,0,1.63172528921576,0,0,0,0,0,0,0,0,0,1.14355814436804,0,1.59952277470275,1.87954528764019,0,0,0,0,0,1.613089947237,0,0,0
"Smp-074450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167528702049469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33843287764573,0,0,0,0,0,0,0.588142772703946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790855757812789,0.710248942735083,1.18355718160182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695969485620302,0,0,0,0,0,0,0,1.30376979378149,0.310250466413457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58873750435378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85574546245535,0,0,0,0,0,0,0,0.0496379775886122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941773945027847,0.612962091063726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39838368733342,0,0,0,0.644261687195394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970118225091095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-141700",0,0,0,0,0,0,0,0,0,0,0,0,1.52724155471922,0,0,0.910444089525775,0,0,0,0.35334180163233,0,0,0,0.618137994326453,0,0,1.18537669899014,0,0,0,0,0,0.556302363919076,0,0,0,0,0,0,0.568719941588863,0,0,0.125585892524834,0,0,0,1.14439314847309,0,0.489304207130713,0.601858954258707,0,0,0,0,0,0,0,1.02254455964614,0,0,0,0,0.601206839713486,0,0,0,0,0,0,0,0,0,1.13252033282897,0,0,0,0,1.56649453855461,0,1.43059579934498,0,0,0,0,0.708924976423335,0,0,0,0,0,0,0,0,0,0.752185815950211,0.800792508649822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8346717957281,0,0,0,0.3212536453662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43769666401048,0,0,0,0,0,0,0,0,0,0.0217469410101943,0,0,0,0.154645122855296,0,0,0,0,0,1.64803027821427,0,0.121066528775281,0,0,0,0,0,0,0,0,0,0,0,0,0.359307480839958,0,0,0,0,0,0,2.033168816656,0.365102163210926,0,0,0,1.87237604805692,0,0,0,1.23765848394556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72118417672432,0,0,0.214245523176181,0,0,0,1.48679342241143,0,0,0,0,0,0,0.886995405170625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18041896238717,0,0,0,0,0,1.00065259517329,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56842149881065,0,0,0,1.03230280689075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449132245701597,0,0,0,0.453031098651709,0,1.51357584645019,0,0,0,0,0,0,0,0,0,0,0,0,0.517391887874703,0,1.83149484640878,0,0,0,0,0,0,1.66854353701381,0,0,0,0,0,0,0.0219169387991867,0,0,0.0175022125167752,0,0,0,0,0,0,0,0,0,0,0,0,0.333140812001381,1.03028642146285,0,0,0,0,0
"Smp-194560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13459093078218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858866061985832,0,0.328779729218669,0,0,0,0,0,0,0,0,1.20157025130921,0,0,0,0,1.29532045787271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09480504630924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84685963277653,0,0,0,0,0,0,0,0,0,0.55545996381868,0,0,0,0,0,0,0,0,0,0,0,0.232828564435762,0,0,0.112319689120299,0.374211284180162,0,0,0,0,0,1.01942604619904,0,0,1.36403617336025,0,0,0.793303772971006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-173250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641879201224757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50178195778426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953479452311109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800453096596349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171867810791359,0,0,0,0,0,1.78958916734948,0,0,0,0,0,0.264461831031548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401626992226441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329039430636818,0,0,0,0,0,0,0,0.0909806054449201,0,0,0,0,0,0,0,0,0,0,0.725699345792105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58954226837288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69411974969269,0,0,0,0,0
"Smp-194020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304190240149085,0,0,0,0,0,0,1.17123963438067,0,0,0,0,0,0.23068156949234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55634955353935,0,0,0,0,0,0,0,0,0,0,0,0,1.1355302714846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65746735489736,0,0,0,0,0,1.49468496251844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50909849481951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33752846727945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857374515653631,0,0,0,0,0,0,0,0,0.31430500679784,0,0,0,0.11561936175636,0,0,0,1.63121159828045,0,0,0,1.5052883184201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20936082771848,0,0,0,0,0,0,0,0,0,0,0,0.466203573738121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38154228437004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629615330158139,0,0.949171693892219,0,0,0,0.566222206964614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132765539222249,0,0,0,0,0,0,0,0,0,1.41989292045849,0,0,0,0,0,0,0,0,0,0,0
"Smp-131430",1.09450975409518,0,0,0,0,0,0,0,0,0,0,0.890635515183332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663836868557801,0,0,0,0,0,0,0,0,0,0,1.92210248038615,0,0,0,0,0,0,2.06665652883147,0,0,0.687417599418532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21364444635776,0,0,0,0,0,0,0,0,0,0,0,0,1.07640231611077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653553736316824,0,0,0,0,0,0,0.898041498553344,0,0,0,0,0,0,0,0,0,0,0,0.441924768704488,0,0,0,0,0,0,0,0,0,0.443923936167221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841081763574744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591438580700414,0,0,0,0,0,0,0,0,0,0,0,0,1.19177674533952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270977683239539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18185646431551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954303655930637,0,0,1.06367718064145,0,0,0,0,0,0,0,0,1.07577171612158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03323130538021,0,0,0,0,0.608173724715104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-170120",0,0,0,0,0,0,0,0,0,0,0,0,0,0.800801132933717,0,0,0,1.78709223560812,0,1.13001351815442,0,1.31021356831402,0.590221763642821,0,0.112553737079347,0,0,0,0,0.856032922541867,0,0.436225605246049,0,0,0,0,0,0,0,0.725702164036174,0,0,0,0,0,0,0,0,1.89908574721151,0.65712236195339,1.14122042245827,0,0,0.214851334437869,0,1.31379207507636,0,0,0,0,0,0,0,0,0,0,0,0,0.575604706277795,0,0,0,0,0,0,0,0,1.21251268076575,0,0,0,0,0,0,1.00578101396229,0,0,0,0,0,0,0,0.560776810257071,0,0,0,0,0,0,0,0,0,0.635569158641205,0,0,0,0,0,0,0,0.527015850840901,0,0,1.60629955133192,0,0.0507292239099402,0,0.953672410427431,0,0,0,0,0,0,0,0.427142601778121,0,0,0,0.418853750820503,1.29009197315265,0,0.395089653555932,1.09188729282657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06006210087235,0,0,0,0,1.59022359077848,0,0,0,0,0,0,0,0,0,0,0,1.09392879755136,0,0,0,0,2.04337983543342,0,0,0,0,0.814237853728102,0,0,0,0.374701379692379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660940023988046,0,0,0,0,0,0,0,0,0,0,0,0,0.707123880832184,0,0,0,1.15005763076723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834786637560132,0,0,0,0,0.971157567053268,0,0,1.2372854266266,1.46008237119597,0,0.569939232658357,1.35909427275463,0,0,0,0,1.93708001376549,0,0,0,0,0,0,1.81410882716127,0,0,1.52947370080218,2.03038407359619,0,0,0,0,0,0,0.839297085096825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212166143437387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160500925270981,0,0,0,0,0,0.478865139206013,0,0,0,2.10656869094861,1.59203491369964,0.465852979326009,0
