,Found,Truth
HP1507101_D17,7,alpha
HP1507101_D18,7,alpha
HP1507101_D2,7,alpha
HP1507101_D5,7,alpha
HP1507101_D8,7,alpha
HP1507101_E10,7,alpha
HP1507101_E12,7,alpha
HP1507101_E2,7,alpha
HP1507101_E20,7,alpha
HP1507101_E24,7,alpha
HP1507101_E6,7,alpha
HP1507101_E7,7,alpha
HP1507101_E8,7,alpha
HP1507101_E9,7,alpha
HP1507101_F1,7,alpha
HP1507101_F13,7,alpha
HP1507101_F16,7,alpha
HP1507101_F18,7,alpha
HP1507101_F19,7,alpha
HP1507101_F2,7,alpha
HP1507101_F20,7,alpha
HP1507101_F22,7,alpha
HP1507101_F3,7,alpha
HP1507101_F5,7,alpha
HP1507101_F7,7,alpha
HP1507101_F8,7,alpha
HP1507101_G12,7,alpha
HP1507101_G13,7,alpha
HP1507101_G14,7,alpha
HP1507101_G15,7,alpha
HP1507101_G16,7,alpha
HP1507101_G18,7,alpha
HP1507101_G22,7,alpha
HP1507101_G23,7,alpha
HP1507101_G6,7,alpha
HP1507101_G8,7,alpha
HP1507101_H1,7,alpha
HP1507101_H11,7,alpha
HP1507101_H12,7,alpha
HP1507101_H14,7,alpha
HP1507101_H15,7,alpha
HP1507101_H22,7,alpha
HP1507101_H23,7,alpha
HP1507101_H3,7,alpha
HP1507101_H5,7,alpha
HP1507101_H6,7,alpha
HP1507101_H7,7,alpha
HP1507101_H9,7,alpha
HP1507101_I11,7,alpha
HP1507101_I13,7,alpha
HP1507101_I16,7,alpha
HP1507101_I17,7,alpha
HP1507101_I19,7,alpha
HP1507101_I2,7,alpha
HP1507101_I20,7,alpha
HP1507101_I22,7,alpha
HP1507101_I4,7,alpha
HP1507101_I5,7,alpha
HP1507101_I6,7,alpha
HP1507101_I8,7,alpha
HP1507101_J1,7,alpha
HP1507101_J11,7,alpha
HP1507101_J13,7,alpha
HP1507101_J17,7,alpha
HP1507101_J18,7,alpha
HP1507101_J2,7,alpha
HP1507101_J21,7,alpha
HP1507101_J22,7,alpha
HP1507101_J23,7,alpha
HP1507101_J24,7,alpha
HP1507101_J3,7,alpha
HP1507101_J5,7,alpha
HP1507101_K3,7,alpha
HP1507101_K4,7,alpha
HP1507101_K8,7,alpha
HP1507101_L11,7,alpha
HP1507101_L14,7,alpha
HP1507101_L18,7,alpha
HP1507101_L19,7,alpha
HP1507101_L2,7,alpha
HP1507101_L21,7,alpha
HP1507101_L3,7,alpha
HP1507101_L5,7,alpha
HP1507101_L7,7,alpha
HP1507101_M12,7,alpha
HP1507101_M18,7,alpha
HP1507101_M2,7,alpha
HP1507101_M4,7,alpha
HP1507101_N1,7,alpha
HP1507101_N16,7,alpha
HP1507101_N19,7,alpha
HP1507101_N2,7,alpha
HP1507101_N20,7,alpha
HP1507101_N4,7,alpha
HP1507101_N9,7,alpha
HP1507101_O1,7,alpha
HP1507101_O11,7,alpha
HP1507101_O13,7,alpha
HP1507101_O16,7,alpha
HP1507101_O20,7,alpha
HP1507101_O22,7,alpha
HP1507101_O5,7,alpha
HP1507101_P10,7,alpha
HP1507101_P12,7,alpha
HP1507101_P23,7,alpha
HP1507101_P3,7,alpha
HP1507101_P4,7,alpha
HP1507101_P5,7,alpha
HP1507101_P8,7,alpha
HP1508501T2D_A12,7,alpha
HP1508501T2D_A13,7,alpha
HP1508501T2D_A14,7,alpha
HP1508501T2D_A15,7,alpha
HP1508501T2D_A16,7,alpha
HP1508501T2D_A3,7,alpha
HP1508501T2D_A4,7,alpha
HP1508501T2D_B11,7,alpha
HP1508501T2D_B12,7,alpha
HP1508501T2D_B15,7,alpha
HP1508501T2D_B23,7,alpha
HP1508501T2D_B3,7,alpha
HP1508501T2D_B4,7,alpha
HP1508501T2D_B5,7,alpha
HP1508501T2D_B8,7,alpha
HP1508501T2D_B9,7,alpha
HP1508501T2D_C10,7,alpha
HP1508501T2D_C13,7,alpha
HP1508501T2D_C20,7,alpha
HP1508501T2D_C23,7,alpha
HP1508501T2D_D1,7,alpha
HP1508501T2D_D10,7,alpha
HP1508501T2D_D11,7,alpha
HP1508501T2D_D13,7,alpha
HP1508501T2D_D14,7,alpha
HP1508501T2D_D15,7,alpha
HP1508501T2D_D16,7,alpha
HP1508501T2D_D17,7,alpha
HP1508501T2D_D2,7,alpha
HP1508501T2D_D20,7,alpha
HP1508501T2D_D21,7,alpha
HP1508501T2D_D3,7,alpha
HP1508501T2D_D5,7,alpha
HP1508501T2D_D6,7,alpha
HP1508501T2D_D8,7,alpha
HP1508501T2D_E10,7,alpha
HP1508501T2D_E12,7,alpha
HP1508501T2D_E13,7,alpha
HP1508501T2D_E14,7,alpha
HP1508501T2D_E18,7,alpha
HP1508501T2D_E19,7,alpha
HP1508501T2D_E2,7,alpha
HP1508501T2D_E21,7,alpha
HP1508501T2D_E22,7,alpha
HP1508501T2D_E23,7,alpha
HP1508501T2D_E6,7,alpha
HP1508501T2D_E8,7,alpha
HP1508501T2D_F16,7,alpha
HP1508501T2D_F17,7,alpha
HP1508501T2D_F18,7,alpha
HP1508501T2D_F2,7,alpha
HP1508501T2D_F20,7,alpha
HP1508501T2D_F23,7,alpha
HP1508501T2D_F9,7,alpha
HP1508501T2D_G10,7,alpha
HP1508501T2D_G11,7,alpha
HP1508501T2D_G15,7,alpha
HP1508501T2D_G20,7,alpha
HP1508501T2D_G21,7,alpha
HP1508501T2D_G4,7,alpha
HP1508501T2D_G6,7,alpha
HP1508501T2D_H10,7,alpha
HP1508501T2D_H15,7,alpha
HP1508501T2D_H21,7,alpha
HP1508501T2D_H22,7,alpha
HP1508501T2D_H23,7,alpha
HP1508501T2D_H3,7,alpha
HP1508501T2D_H4,7,alpha
HP1508501T2D_H6,7,alpha
HP1508501T2D_I14,7,alpha
HP1508501T2D_I15,7,alpha
HP1508501T2D_I16,7,alpha
HP1508501T2D_I2,7,alpha
HP1508501T2D_I20,7,alpha
HP1508501T2D_I22,7,alpha
HP1508501T2D_J1,7,alpha
HP1508501T2D_J12,7,alpha
HP1508501T2D_J17,7,alpha
HP1508501T2D_J20,7,alpha
HP1508501T2D_J21,7,alpha
HP1508501T2D_J3,7,alpha
HP1508501T2D_J4,7,alpha
HP1508501T2D_J5,7,alpha
HP1508501T2D_J8,7,alpha
HP1508501T2D_J9,7,alpha
HP1508501T2D_K1,7,alpha
HP1508501T2D_K12,7,alpha
HP1508501T2D_K14,7,alpha
HP1508501T2D_K17,7,alpha
HP1508501T2D_K19,7,alpha
HP1508501T2D_K21,7,alpha
HP1508501T2D_K4,7,alpha
HP1508501T2D_K9,7,alpha
HP1508501T2D_L13,7,alpha
HP1508501T2D_L14,7,alpha
HP1508501T2D_L16,7,alpha
HP1508501T2D_L17,7,alpha
HP1508501T2D_L18,7,alpha
HP1508501T2D_L6,7,alpha
HP1508501T2D_L7,7,alpha
HP1508501T2D_M12,7,alpha
HP1508501T2D_M19,7,alpha
HP1508501T2D_M20,7,alpha
HP1508501T2D_M4,7,alpha
HP1508501T2D_M5,7,alpha
HP1508501T2D_M8,7,alpha
HP1508501T2D_M9,7,alpha
HP1508501T2D_N11,7,alpha
HP1508501T2D_N20,7,alpha
HP1508501T2D_N4,7,alpha
HP1508501T2D_N5,7,alpha
HP1508501T2D_O1,7,alpha
HP1508501T2D_O14,7,alpha
HP1508501T2D_P11,7,alpha
HP1508501T2D_P3,7,alpha
HP1508501T2D_P6,7,alpha
HP1508501T2D_P7,7,alpha
HP1508501T2D_P8,7,alpha
HP1508501T2D_P9,7,alpha
HP1509101_A3,7,alpha
HP1509101_A7,7,alpha
HP1509101_B10,7,alpha
HP1509101_B20,7,alpha
HP1509101_C22,7,alpha
HP1509101_D19,7,alpha
HP1509101_D5,7,alpha
HP1509101_D8,7,alpha
HP1509101_E19,7,alpha
HP1509101_F19,7,alpha
HP1509101_F4,7,alpha
HP1509101_G16,7,alpha
HP1509101_G18,7,alpha
HP1509101_G19,7,alpha
HP1509101_H1,7,alpha
HP1509101_H21,7,alpha
HP1509101_H22,7,alpha
HP1509101_H23,7,alpha
HP1509101_I10,7,alpha
HP1509101_I21,7,alpha
HP1509101_I23,7,alpha
HP1509101_I5,7,alpha
HP1509101_J12,7,alpha
HP1509101_J15,7,alpha
HP1509101_J20,7,alpha
HP1509101_J4,7,alpha
HP1509101_J8,7,alpha
HP1509101_K22,7,alpha
HP1509101_L11,7,alpha
HP1509101_L17,7,alpha
HP1509101_L8,7,alpha
HP1509101_M10,7,alpha
HP1509101_M12,7,alpha
HP1509101_N17,7,alpha
HP1509101_N18,7,alpha
HP1509101_N20,7,alpha
HP1509101_N9,7,alpha
HP1509101_O13,7,alpha
HP1509101_O16,7,alpha
HP1509101_O7,7,alpha
HP1509101_O9,7,alpha
HP1509101_P18,7,alpha
HP1509101_P20,7,alpha
HP1509101_P4,7,alpha
HP1525301T2D_A11,7,alpha
HP1525301T2D_A3,7,alpha
HP1525301T2D_A5,7,alpha
HP1525301T2D_A6,7,alpha
HP1525301T2D_A9,7,alpha
HP1525301T2D_B1,7,alpha
HP1525301T2D_B11,7,alpha
HP1525301T2D_B13,7,alpha
HP1525301T2D_B15,7,alpha
HP1525301T2D_B18,7,alpha
HP1525301T2D_B4,7,alpha
HP1525301T2D_B7,7,alpha
HP1525301T2D_C1,7,alpha
HP1525301T2D_C10,7,alpha
HP1525301T2D_C16,7,alpha
HP1525301T2D_C2,7,alpha
HP1525301T2D_C5,7,alpha
HP1525301T2D_C8,7,alpha
HP1525301T2D_D11,7,alpha
HP1525301T2D_D9,7,alpha
HP1525301T2D_E1,7,alpha
HP1525301T2D_E13,7,alpha
HP1525301T2D_E16,7,alpha
HP1525301T2D_E22,7,alpha
HP1525301T2D_E23,7,alpha
HP1525301T2D_E7,7,alpha
HP1525301T2D_E8,7,alpha
HP1525301T2D_F19,7,alpha
HP1525301T2D_F2,7,alpha
HP1525301T2D_F4,7,alpha
HP1525301T2D_G1,7,alpha
HP1525301T2D_G11,7,alpha
HP1525301T2D_G15,7,alpha
HP1525301T2D_G18,7,alpha
HP1525301T2D_G19,7,alpha
HP1525301T2D_G22,7,alpha
HP1525301T2D_G4,7,alpha
HP1525301T2D_H12,7,alpha
HP1525301T2D_H19,7,alpha
HP1525301T2D_H20,7,alpha
HP1525301T2D_H23,7,alpha
HP1525301T2D_H6,7,alpha
HP1525301T2D_H7,7,alpha
HP1525301T2D_I12,7,alpha
HP1525301T2D_I2,7,alpha
HP1525301T2D_I21,7,alpha
HP1525301T2D_I4,7,alpha
HP1525301T2D_I5,7,alpha
HP1525301T2D_I7,7,alpha
HP1525301T2D_J1,7,alpha
HP1525301T2D_J13,7,alpha
HP1525301T2D_J14,7,alpha
HP1525301T2D_J19,7,alpha
HP1525301T2D_J2,7,alpha
HP1525301T2D_J4,7,alpha
HP1525301T2D_J8,7,alpha
HP1525301T2D_K15,7,alpha
HP1525301T2D_K19,7,alpha
HP1525301T2D_K22,7,alpha
HP1525301T2D_K23,7,alpha
HP1525301T2D_K3,7,alpha
HP1525301T2D_L15,7,alpha
HP1525301T2D_L22,7,alpha
HP1525301T2D_L24,7,alpha
HP1525301T2D_L9,7,alpha
HP1525301T2D_M10,7,alpha
HP1525301T2D_M13,7,alpha
HP1525301T2D_M16,7,alpha
HP1525301T2D_M8,7,alpha
HP1525301T2D_N13,7,alpha
HP1525301T2D_N23,7,alpha
HP1525301T2D_N24,7,alpha
HP1525301T2D_N7,7,alpha
HP1525301T2D_N8,7,alpha
HP1525301T2D_N9,7,alpha
HP1525301T2D_O13,7,alpha
HP1525301T2D_O18,7,alpha
HP1525301T2D_O5,7,alpha
HP1525301T2D_O6,7,alpha
HP1525301T2D_P11,7,alpha
HP1525301T2D_P17,7,alpha
HP1525301T2D_P18,7,alpha
HP1525301T2D_P22,7,alpha
HP1525301T2D_P24,7,alpha
HP1525301T2D_P6,7,alpha
HP1525301T2D_P8,7,alpha
HP1525301T2D_P9,7,alpha
HP1526901T2D_A12,7,alpha
HP1526901T2D_A17,7,alpha
HP1526901T2D_A3,7,alpha
HP1526901T2D_A7,7,alpha
HP1526901T2D_A8,7,alpha
HP1526901T2D_A9,7,alpha
HP1526901T2D_B11,7,alpha
HP1526901T2D_B12,7,alpha
HP1526901T2D_B14,7,alpha
HP1526901T2D_B17,7,alpha
HP1526901T2D_B20,7,alpha
HP1526901T2D_C16,7,alpha
HP1526901T2D_C2,7,alpha
HP1526901T2D_C4,7,alpha
HP1526901T2D_C6,7,alpha
HP1526901T2D_D1,7,alpha
HP1526901T2D_D16,7,alpha
HP1526901T2D_D18,7,alpha
HP1526901T2D_D5,7,alpha
HP1526901T2D_D8,7,alpha
HP1526901T2D_D9,7,alpha
HP1526901T2D_E18,7,alpha
HP1526901T2D_E6,7,alpha
HP1526901T2D_E8,7,alpha
HP1526901T2D_F1,7,alpha
HP1526901T2D_F10,7,alpha
HP1526901T2D_F19,7,alpha
HP1526901T2D_F2,7,alpha
HP1526901T2D_F20,7,alpha
HP1526901T2D_F21,7,alpha
HP1526901T2D_F3,7,alpha
HP1526901T2D_F9,7,alpha
HP1526901T2D_G10,7,alpha
HP1526901T2D_G13,7,alpha
HP1526901T2D_G14,7,alpha
HP1526901T2D_G16,7,alpha
HP1526901T2D_G18,7,alpha
HP1526901T2D_G7,7,alpha
HP1526901T2D_G8,7,alpha
HP1526901T2D_H12,7,alpha
HP1526901T2D_H17,7,alpha
HP1526901T2D_H19,7,alpha
HP1526901T2D_H6,7,alpha
HP1526901T2D_I14,7,alpha
HP1526901T2D_I15,7,alpha
HP1526901T2D_I16,7,alpha
HP1526901T2D_I21,7,alpha
HP1526901T2D_I4,7,alpha
HP1526901T2D_I6,7,alpha
HP1526901T2D_I7,7,alpha
HP1526901T2D_I8,7,alpha
HP1526901T2D_J13,7,alpha
HP1526901T2D_J14,7,alpha
HP1526901T2D_J19,7,alpha
HP1526901T2D_J2,7,alpha
HP1526901T2D_J24,7,alpha
HP1526901T2D_J4,7,alpha
HP1526901T2D_J8,7,alpha
HP1526901T2D_K10,7,alpha
HP1526901T2D_K14,7,alpha
HP1526901T2D_K15,7,alpha
HP1526901T2D_K18,7,alpha
HP1526901T2D_K2,7,alpha
HP1526901T2D_K6,7,alpha
HP1526901T2D_L11,7,alpha
HP1526901T2D_L13,7,alpha
HP1526901T2D_L16,7,alpha
HP1526901T2D_L17,7,alpha
HP1526901T2D_L19,7,alpha
HP1526901T2D_L2,7,alpha
HP1526901T2D_L21,7,alpha
HP1526901T2D_L23,7,alpha
HP1526901T2D_M1,7,alpha
HP1526901T2D_M16,7,alpha
HP1526901T2D_M21,7,alpha
HP1526901T2D_M23,7,alpha
HP1526901T2D_M4,7,alpha
HP1526901T2D_M7,7,alpha
HP1526901T2D_N10,7,alpha
HP1526901T2D_N14,7,alpha
HP1526901T2D_N15,7,alpha
HP1526901T2D_N2,7,alpha
HP1526901T2D_N6,7,alpha
HP1526901T2D_N8,7,alpha
HP1526901T2D_N9,7,alpha
HP1526901T2D_O21,7,alpha
HP1526901T2D_O22,7,alpha
HP1526901T2D_O23,7,alpha
HP1526901T2D_O6,7,alpha
HP1526901T2D_P1,7,alpha
HP1526901T2D_P12,7,alpha
HP1526901T2D_P14,7,alpha
HP1526901T2D_P19,7,alpha
HP1526901T2D_P2,7,alpha
HP1526901T2D_P20,7,alpha
HP1526901T2D_P21,7,alpha
AZ_G6,7,co-expression
HP1507101_B15,7,co-expression
HP1509101_P8,7,ductal
HP1504101T2D_M8,7,epsilon
AZ_B4,7,unclassified endocrine
AZ_F11,7,unclassified endocrine
AZ_F3,7,unclassified endocrine
HP1502401_I19,7,unclassified endocrine
HP1502401_K17,7,unclassified endocrine
HP1504901_E12,7,unclassified endocrine
HP1506401_C18,7,unclassified endocrine
HP1508501T2D_G9,7,unclassified endocrine
HP1525301T2D_J22,7,unclassified endocrine
AZ_H4,8,endothelial
HP1504901_A23,8,endothelial
HP1504901_E2,8,endothelial
HP1504901_F16,8,endothelial
HP1504901_G10,8,endothelial
HP1504901_I13,8,endothelial
HP1504901_I17,8,endothelial
HP1504901_P18,8,endothelial
HP1504901_P3,8,endothelial
HP1509101_L18,9,PSC
HP1502401_I12,9,endothelial
HP1504101T2D_C1,9,endothelial
HP1507101_D10,9,endothelial
HP1508501T2D_K18,9,endothelial
HP1509101_F23,9,endothelial
HP1509101_I17,9,endothelial
HP1525301T2D_P15,9,endothelial
