,Cell,assigned_cluster
1320,human2_lib3.final_cell_0162,ductal
1321,human2_lib3.final_cell_0163,alpha
1322,human2_lib3.final_cell_0164,alpha
1323,human2_lib3.final_cell_0165,beta
1324,human2_lib3.final_cell_0166,activated_stellate
1325,human2_lib3.final_cell_0167,ductal
1326,human2_lib3.final_cell_0168,ductal
1327,human2_lib3.final_cell_0169,ductal
1328,human2_lib3.final_cell_0170,ductal
1329,human2_lib3.final_cell_0171,alpha
1330,human2_lib3.final_cell_0172,delta
1331,human2_lib3.final_cell_0173,ductal
1332,human2_lib3.final_cell_0174,alpha
1333,human2_lib3.final_cell_0175,alpha
1334,human2_lib3.final_cell_0176,alpha
1335,human2_lib3.final_cell_0177,alpha
1336,human2_lib3.final_cell_0178,alpha
1337,human2_lib3.final_cell_0179,beta
1338,human2_lib3.final_cell_0180,alpha
1339,human2_lib3.final_cell_0181,alpha
1340,human2_lib3.final_cell_0182,alpha
1341,human2_lib3.final_cell_0183,activated_stellate
1342,human2_lib3.final_cell_0184,alpha
1343,human2_lib3.final_cell_0185,beta
1344,human2_lib3.final_cell_0186,alpha
1345,human2_lib3.final_cell_0187,ductal
1346,human2_lib3.final_cell_0188,alpha
1347,human2_lib3.final_cell_0189,alpha
1348,human2_lib3.final_cell_0190,alpha
1349,human2_lib3.final_cell_0191,ductal
1350,human2_lib3.final_cell_0192,alpha
1351,human2_lib3.final_cell_0193,alpha
1352,human2_lib3.final_cell_0194,acinar
1353,human2_lib3.final_cell_0195,beta
1354,human2_lib3.final_cell_0196,ductal
1355,human2_lib3.final_cell_0197,beta
1356,human2_lib3.final_cell_0198,ductal
1357,human2_lib3.final_cell_0199,alpha
1358,human2_lib3.final_cell_0200,beta
1359,human2_lib3.final_cell_0201,alpha
1360,human2_lib3.final_cell_0202,delta
1361,human2_lib3.final_cell_0203,alpha
1362,human2_lib3.final_cell_0204,ductal
1363,human2_lib3.final_cell_0205,alpha
1364,human2_lib3.final_cell_0206,alpha
1365,human2_lib3.final_cell_0207,alpha
1366,human2_lib3.final_cell_0208,endothelial
1367,human2_lib3.final_cell_0209,ductal
1368,human2_lib3.final_cell_0210,delta
1369,human2_lib3.final_cell_0211,beta
1370,human2_lib3.final_cell_0212,alpha
1371,human2_lib3.final_cell_0213,alpha
1372,human2_lib3.final_cell_0214,alpha
1373,human2_lib3.final_cell_0215,beta
1374,human2_lib3.final_cell_0216,alpha
1375,human2_lib3.final_cell_0217,ductal
1376,human2_lib3.final_cell_0218,alpha
1377,human2_lib3.final_cell_0219,alpha
1378,human2_lib3.final_cell_0220,beta
1379,human2_lib3.final_cell_0221,alpha
1380,human2_lib3.final_cell_0222,alpha
1381,human2_lib3.final_cell_0223,delta
1382,human2_lib3.final_cell_0224,alpha
1383,human2_lib3.final_cell_0225,alpha
1384,human2_lib3.final_cell_0226,delta
1385,human2_lib3.final_cell_0227,activated_stellate
1386,human2_lib3.final_cell_0228,alpha
1387,human2_lib3.final_cell_0229,ductal
1388,human2_lib3.final_cell_0230,quiescent_stellate
1389,human2_lib3.final_cell_0231,alpha
1390,human2_lib3.final_cell_0232,alpha
1391,human2_lib3.final_cell_0233,ductal
1392,human2_lib3.final_cell_0234,beta
1393,human2_lib3.final_cell_0235,beta
1394,human2_lib3.final_cell_0236,alpha
1395,human2_lib3.final_cell_0237,ductal
1396,human2_lib3.final_cell_0238,ductal
1397,human2_lib3.final_cell_0239,gamma
1398,human2_lib3.final_cell_0240,activated_stellate
1399,human2_lib3.final_cell_0241,alpha
1400,human2_lib3.final_cell_0242,alpha
1401,human2_lib3.final_cell_0243,delta
1402,human2_lib3.final_cell_0244,beta
1403,human2_lib3.final_cell_0245,alpha
1404,human2_lib3.final_cell_0246,beta
1405,human2_lib3.final_cell_0247,activated_stellate
1406,human2_lib3.final_cell_0248,beta
1407,human2_lib3.final_cell_0249,delta
1408,human2_lib3.final_cell_0250,delta
1409,human2_lib3.final_cell_0251,quiescent_stellate
1410,human2_lib3.final_cell_0252,delta
1411,human2_lib3.final_cell_0253,beta
1412,human2_lib3.final_cell_0254,ductal
1413,human2_lib3.final_cell_0255,alpha
1414,human2_lib3.final_cell_0256,beta
1415,human2_lib3.final_cell_0257,beta
1416,human2_lib3.final_cell_0258,alpha
1417,human2_lib3.final_cell_0259,alpha
1418,human2_lib3.final_cell_0260,delta
1419,human2_lib3.final_cell_0261,beta
1420,human2_lib3.final_cell_0262,alpha
1421,human2_lib3.final_cell_0263,gamma
1422,human2_lib3.final_cell_0264,alpha
1423,human2_lib3.final_cell_0265,activated_stellate
1424,human2_lib3.final_cell_0266,beta
1425,human2_lib3.final_cell_0267,alpha
1426,human2_lib3.final_cell_0268,ductal
1427,human2_lib3.final_cell_0269,ductal
1428,human2_lib3.final_cell_0270,beta
1429,human2_lib3.final_cell_0271,macrophage
1430,human2_lib3.final_cell_0272,beta
1431,human2_lib3.final_cell_0273,activated_stellate
1432,human2_lib3.final_cell_0274,ductal
1433,human2_lib3.final_cell_0275,beta
1434,human2_lib3.final_cell_0276,alpha
1435,human2_lib3.final_cell_0277,alpha
1436,human2_lib3.final_cell_0278,alpha
1437,human2_lib3.final_cell_0279,activated_stellate
1438,human2_lib3.final_cell_0280,activated_stellate
1439,human2_lib3.final_cell_0281,ductal
1440,human2_lib3.final_cell_0282,alpha
1441,human2_lib3.final_cell_0283,alpha
1442,human2_lib3.final_cell_0284,beta
1443,human2_lib3.final_cell_0285,alpha
1444,human2_lib3.final_cell_0286,alpha
1445,human2_lib3.final_cell_0287,alpha
1446,human2_lib3.final_cell_0288,delta
1447,human2_lib3.final_cell_0289,activated_stellate
1448,human2_lib3.final_cell_0290,beta
1449,human2_lib3.final_cell_0291,beta
1450,human2_lib3.final_cell_0292,endothelial
1451,human2_lib3.final_cell_0293,beta
1452,human2_lib3.final_cell_0294,alpha
1453,human2_lib3.final_cell_0295,alpha
1454,human2_lib3.final_cell_0296,alpha
1455,human2_lib3.final_cell_0297,ductal
1456,human2_lib3.final_cell_0298,ductal
1457,human2_lib3.final_cell_0299,alpha
1458,human2_lib3.final_cell_0300,beta
1459,human2_lib3.final_cell_0301,beta
1460,human2_lib3.final_cell_0302,alpha
1461,human2_lib3.final_cell_0303,beta
1462,human2_lib3.final_cell_0304,alpha
1463,human2_lib3.final_cell_0305,endothelial
1464,human2_lib3.final_cell_0306,delta
1465,human2_lib3.final_cell_0307,beta
1466,human2_lib3.final_cell_0308,ductal
1467,human2_lib3.final_cell_0309,alpha
1468,human2_lib3.final_cell_0310,quiescent_stellate
1469,human2_lib3.final_cell_0311,delta
1470,human2_lib3.final_cell_0312,ductal
1471,human2_lib3.final_cell_0313,beta
1472,human2_lib3.final_cell_0314,delta
1473,human2_lib3.final_cell_0315,ductal
1474,human2_lib3.final_cell_0316,alpha
1475,human2_lib3.final_cell_0317,delta
1476,human2_lib3.final_cell_0318,ductal
1477,human2_lib3.final_cell_0319,beta
1478,human2_lib3.final_cell_0320,beta
1479,human2_lib3.final_cell_0321,alpha
1480,human2_lib3.final_cell_0322,beta
1481,human2_lib3.final_cell_0323,ductal
1482,human2_lib3.final_cell_0324,beta
1483,human2_lib3.final_cell_0325,alpha
1484,human2_lib3.final_cell_0326,alpha
1485,human2_lib3.final_cell_0327,ductal
1486,human2_lib3.final_cell_0328,ductal
1487,human2_lib3.final_cell_0329,alpha
1488,human2_lib3.final_cell_0330,gamma
1489,human2_lib3.final_cell_0331,delta
1490,human2_lib3.final_cell_0332,ductal
1491,human2_lib3.final_cell_0333,alpha
1492,human2_lib3.final_cell_0334,beta
1493,human2_lib3.final_cell_0335,ductal
1494,human2_lib3.final_cell_0336,alpha
1495,human2_lib3.final_cell_0337,alpha
1496,human2_lib3.final_cell_0338,gamma
1497,human2_lib3.final_cell_0339,alpha
1498,human2_lib3.final_cell_0340,alpha
1499,human2_lib3.final_cell_0341,ductal
1500,human2_lib3.final_cell_0342,gamma
1501,human2_lib3.final_cell_0343,alpha
1502,human2_lib3.final_cell_0344,alpha
1503,human2_lib3.final_cell_0345,alpha
1504,human2_lib3.final_cell_0346,delta
1505,human2_lib3.final_cell_0347,gamma
1506,human2_lib3.final_cell_0348,alpha
1507,human2_lib3.final_cell_0349,endothelial
1508,human2_lib3.final_cell_0350,delta
1509,human2_lib3.final_cell_0351,alpha
1510,human2_lib3.final_cell_0352,ductal
1511,human2_lib3.final_cell_0353,gamma
1512,human2_lib3.final_cell_0354,activated_stellate
1513,human2_lib3.final_cell_0355,beta
1514,human2_lib3.final_cell_0356,ductal
1515,human2_lib3.final_cell_0357,activated_stellate
1516,human2_lib3.final_cell_0358,gamma
1517,human2_lib3.final_cell_0359,alpha
1518,human2_lib3.final_cell_0360,beta
1519,human2_lib3.final_cell_0361,gamma
1520,human2_lib3.final_cell_0362,alpha
1521,human2_lib3.final_cell_0363,gamma
1522,human2_lib3.final_cell_0364,alpha
1523,human2_lib3.final_cell_0365,alpha
1524,human2_lib3.final_cell_0366,beta
1525,human2_lib3.final_cell_0367,ductal
1526,human2_lib3.final_cell_0368,alpha
1527,human2_lib3.final_cell_0369,ductal
1528,human2_lib3.final_cell_0370,delta
1529,human2_lib3.final_cell_0371,ductal
1530,human2_lib3.final_cell_0372,alpha
1531,human2_lib3.final_cell_0373,alpha
1532,human2_lib3.final_cell_0374,beta
1533,human2_lib3.final_cell_0375,alpha
1534,human2_lib3.final_cell_0376,beta
1535,human2_lib3.final_cell_0377,alpha
1536,human2_lib3.final_cell_0378,ductal
1537,human2_lib3.final_cell_0379,gamma
1538,human2_lib3.final_cell_0380,alpha
1539,human2_lib3.final_cell_0381,alpha
1540,human2_lib3.final_cell_0382,alpha
1541,human2_lib3.final_cell_0383,ductal
1542,human2_lib3.final_cell_0384,alpha
1543,human2_lib3.final_cell_0385,gamma
1544,human2_lib3.final_cell_0386,quiescent_stellate
1545,human2_lib3.final_cell_0387,beta
1546,human2_lib3.final_cell_0388,ductal
1547,human2_lib3.final_cell_0389,alpha
1548,human2_lib3.final_cell_0390,alpha
1549,human2_lib3.final_cell_0391,alpha
1550,human2_lib3.final_cell_0392,ductal
1551,human2_lib3.final_cell_0393,alpha
1552,human2_lib3.final_cell_0394,beta
1553,human2_lib3.final_cell_0395,ductal
1554,human2_lib3.final_cell_0396,alpha
1555,human2_lib3.final_cell_0397,beta
1556,human2_lib3.final_cell_0398,alpha
1557,human2_lib3.final_cell_0399,gamma
1558,human2_lib3.final_cell_0400,gamma
1559,human2_lib3.final_cell_0401,alpha
1560,human2_lib3.final_cell_0402,beta
1561,human2_lib3.final_cell_0403,alpha
1562,human2_lib3.final_cell_0404,alpha
1563,human2_lib3.final_cell_0405,beta
1564,human2_lib3.final_cell_0406,alpha
1565,human2_lib3.final_cell_0407,alpha
1566,human2_lib3.final_cell_0408,gamma
1567,human2_lib3.final_cell_0409,alpha
1568,human2_lib3.final_cell_0410,delta
1569,human2_lib3.final_cell_0411,alpha
1570,human2_lib3.final_cell_0412,alpha
1571,human2_lib3.final_cell_0413,beta
1572,human2_lib3.final_cell_0414,beta
1573,human2_lib3.final_cell_0415,alpha
1574,human2_lib3.final_cell_0416,alpha
1575,human2_lib3.final_cell_0417,endothelial
1576,human2_lib3.final_cell_0418,ductal
1577,human2_lib3.final_cell_0419,gamma
1578,human2_lib3.final_cell_0420,alpha
1579,human2_lib3.final_cell_0421,endothelial
1580,human2_lib3.final_cell_0422,ductal
1581,human2_lib3.final_cell_0423,gamma
1582,human2_lib3.final_cell_0424,delta
1583,human2_lib3.final_cell_0425,gamma
1584,human2_lib3.final_cell_0426,alpha
1585,human2_lib3.final_cell_0427,ductal
1586,human2_lib3.final_cell_0428,quiescent_stellate
1587,human2_lib3.final_cell_0429,quiescent_stellate
1588,human2_lib3.final_cell_0430,beta
1589,human2_lib3.final_cell_0431,beta
1590,human2_lib3.final_cell_0432,gamma
1591,human2_lib3.final_cell_0433,beta
1592,human2_lib3.final_cell_0434,alpha
1593,human2_lib3.final_cell_0435,ductal
1594,human2_lib3.final_cell_0436,beta
1595,human2_lib3.final_cell_0437,beta
1596,human2_lib3.final_cell_0438,delta
1597,human2_lib3.final_cell_0439,gamma
1598,human2_lib3.final_cell_0440,ductal
1599,human2_lib3.final_cell_0441,alpha
1600,human2_lib3.final_cell_0442,alpha
1601,human2_lib3.final_cell_0443,delta
1602,human2_lib3.final_cell_0444,alpha
1603,human2_lib3.final_cell_0445,ductal
1604,human2_lib3.final_cell_0446,beta
1605,human2_lib3.final_cell_0447,beta
1606,human2_lib3.final_cell_0448,ductal
1607,human2_lib3.final_cell_0449,alpha
1608,human2_lib3.final_cell_0450,ductal
1609,human2_lib3.final_cell_0451,beta
1610,human2_lib3.final_cell_0452,alpha
1611,human2_lib3.final_cell_0453,alpha
1612,human2_lib3.final_cell_0454,alpha
1613,human2_lib3.final_cell_0455,gamma
1614,human2_lib3.final_cell_0456,alpha
1615,human2_lib3.final_cell_0457,delta
1616,human2_lib3.final_cell_0458,alpha
1617,human2_lib3.final_cell_0459,beta
1618,human2_lib3.final_cell_0460,ductal
1619,human2_lib3.final_cell_0461,alpha
1620,human2_lib3.final_cell_0462,alpha
1621,human2_lib3.final_cell_0463,beta
1622,human2_lib3.final_cell_0464,alpha
1623,human2_lib3.final_cell_0465,beta
1624,human2_lib3.final_cell_0466,beta
1625,human2_lib3.final_cell_0467,ductal
1626,human2_lib3.final_cell_0468,ductal
1627,human2_lib3.final_cell_0469,alpha
1628,human2_lib3.final_cell_0470,gamma
1629,human2_lib3.final_cell_0471,alpha
1630,human2_lib3.final_cell_0472,alpha
1631,human2_lib3.final_cell_0473,ductal
1632,human2_lib3.final_cell_0474,ductal
1633,human2_lib3.final_cell_0475,beta
1634,human2_lib3.final_cell_0476,alpha
1635,human2_lib3.final_cell_0477,gamma
1636,human2_lib3.final_cell_0478,ductal
1637,human2_lib3.final_cell_0479,beta
1638,human2_lib3.final_cell_0480,ductal
1639,human2_lib3.final_cell_0481,beta
1640,human2_lib3.final_cell_0482,alpha
1641,human2_lib3.final_cell_0483,alpha
1642,human2_lib3.final_cell_0484,beta
1643,human2_lib3.final_cell_0485,alpha
1644,human2_lib3.final_cell_0486,alpha
1645,human2_lib3.final_cell_0487,ductal
1646,human2_lib3.final_cell_0488,activated_stellate
1647,human2_lib3.final_cell_0489,alpha
1648,human2_lib3.final_cell_0490,ductal
1649,human2_lib3.final_cell_0491,delta
1650,human2_lib3.final_cell_0492,alpha
1651,human2_lib3.final_cell_0493,quiescent_stellate
1652,human2_lib3.final_cell_0494,gamma
1653,human2_lib3.final_cell_0495,beta
1654,human2_lib3.final_cell_0496,mast
1655,human2_lib3.final_cell_0497,alpha
1656,human2_lib3.final_cell_0498,quiescent_stellate
1657,human2_lib3.final_cell_0499,alpha
1658,human2_lib3.final_cell_0500,activated_stellate
1659,human2_lib3.final_cell_0501,alpha
1660,human2_lib3.final_cell_0502,beta
1661,human2_lib3.final_cell_0503,alpha
1662,human2_lib3.final_cell_0504,alpha
1663,human2_lib3.final_cell_0505,ductal
1664,human2_lib3.final_cell_0506,ductal
1665,human2_lib3.final_cell_0507,ductal
1666,human2_lib3.final_cell_0508,beta
1667,human2_lib3.final_cell_0509,endothelial
1668,human2_lib3.final_cell_0510,ductal
1669,human2_lib3.final_cell_0511,beta
1670,human2_lib3.final_cell_0512,ductal
1671,human2_lib3.final_cell_0513,alpha
1672,human2_lib3.final_cell_0514,alpha
1673,human2_lib3.final_cell_0515,beta
1674,human2_lib3.final_cell_0516,gamma
1675,human2_lib3.final_cell_0517,alpha
1676,human2_lib3.final_cell_0518,alpha
1677,human2_lib3.final_cell_0519,beta
1678,human2_lib3.final_cell_0520,alpha
1679,human2_lib3.final_cell_0521,beta
1680,human2_lib3.final_cell_0522,beta
1681,human2_lib3.final_cell_0523,endothelial
1682,human2_lib3.final_cell_0524,beta
1683,human2_lib3.final_cell_0525,mast
1684,human2_lib3.final_cell_0526,gamma
1685,human2_lib3.final_cell_0527,gamma
1686,human2_lib3.final_cell_0528,alpha
1687,human2_lib3.final_cell_0529,ductal
1688,human2_lib3.final_cell_0530,mast
1689,human2_lib3.final_cell_0531,alpha
1690,human2_lib3.final_cell_0532,alpha
1691,human2_lib3.final_cell_0533,alpha
1692,human2_lib3.final_cell_0534,beta
1693,human2_lib3.final_cell_0535,alpha
1694,human2_lib3.final_cell_0536,alpha
1695,human2_lib3.final_cell_0537,alpha
1696,human2_lib3.final_cell_0538,alpha
1697,human2_lib3.final_cell_0539,alpha
1698,human2_lib3.final_cell_0540,ductal
1699,human2_lib3.final_cell_0541,alpha
1700,human2_lib3.final_cell_0542,beta
1701,human2_lib3.final_cell_0543,beta
1702,human2_lib3.final_cell_0544,alpha
1703,human2_lib3.final_cell_0545,activated_stellate
1704,human2_lib3.final_cell_0546,mast
1705,human2_lib3.final_cell_0547,activated_stellate
1706,human2_lib3.final_cell_0548,alpha
1707,human2_lib3.final_cell_0549,ductal
1708,human2_lib3.final_cell_0550,beta
1709,human2_lib3.final_cell_0551,alpha
1710,human2_lib3.final_cell_0552,ductal
1711,human2_lib3.final_cell_0553,gamma
1712,human2_lib3.final_cell_0554,beta
1713,human2_lib3.final_cell_0555,beta
1714,human2_lib3.final_cell_0556,alpha
1715,human2_lib3.final_cell_0557,beta
1716,human2_lib3.final_cell_0558,alpha
1717,human2_lib3.final_cell_0559,gamma
1718,human2_lib3.final_cell_0560,beta
1719,human2_lib3.final_cell_0561,activated_stellate
1720,human2_lib3.final_cell_0562,macrophage
1721,human2_lib3.final_cell_0563,ductal
1722,human2_lib3.final_cell_0564,activated_stellate
1723,human2_lib3.final_cell_0565,alpha
