,Found,Truth
human2_lib2.final_cell_0235,7,alpha
human2_lib2.final_cell_0237,7,alpha
human2_lib2.final_cell_0244,7,alpha
human2_lib2.final_cell_0245,7,alpha
human2_lib2.final_cell_0249,7,alpha
human2_lib2.final_cell_0251,7,alpha
human2_lib2.final_cell_0256,7,alpha
human2_lib2.final_cell_0257,7,alpha
human2_lib2.final_cell_0259,7,alpha
human2_lib2.final_cell_0261,7,alpha
human2_lib2.final_cell_0266,7,alpha
human2_lib2.final_cell_0267,7,alpha
human2_lib2.final_cell_0268,7,alpha
human2_lib2.final_cell_0270,7,alpha
human2_lib2.final_cell_0276,7,alpha
human2_lib2.final_cell_0281,7,alpha
human2_lib2.final_cell_0287,7,alpha
human2_lib2.final_cell_0288,7,alpha
human2_lib2.final_cell_0289,7,alpha
human2_lib2.final_cell_0291,7,alpha
human2_lib2.final_cell_0292,7,alpha
human2_lib2.final_cell_0293,7,alpha
human2_lib2.final_cell_0294,7,alpha
human2_lib2.final_cell_0295,7,alpha
human2_lib2.final_cell_0297,7,alpha
human2_lib2.final_cell_0299,7,alpha
human2_lib2.final_cell_0300,7,alpha
human2_lib2.final_cell_0302,7,alpha
human2_lib2.final_cell_0303,7,alpha
human2_lib2.final_cell_0304,7,alpha
human2_lib2.final_cell_0305,7,alpha
human2_lib2.final_cell_0307,7,alpha
human2_lib2.final_cell_0309,7,alpha
human2_lib2.final_cell_0311,7,alpha
human2_lib2.final_cell_0312,7,alpha
human2_lib2.final_cell_0313,7,alpha
human2_lib2.final_cell_0316,7,alpha
human2_lib2.final_cell_0317,7,alpha
human2_lib2.final_cell_0318,7,alpha
human2_lib2.final_cell_0319,7,alpha
human2_lib2.final_cell_0322,7,alpha
human2_lib2.final_cell_0324,7,alpha
human2_lib2.final_cell_0326,7,alpha
human2_lib2.final_cell_0329,7,alpha
human2_lib2.final_cell_0330,7,alpha
human2_lib2.final_cell_0333,7,alpha
human2_lib2.final_cell_0337,7,alpha
human2_lib2.final_cell_0340,7,alpha
human2_lib2.final_cell_0341,7,alpha
human2_lib2.final_cell_0342,7,alpha
human2_lib2.final_cell_0349,7,alpha
human2_lib2.final_cell_0350,7,alpha
human2_lib2.final_cell_0352,7,alpha
human2_lib2.final_cell_0354,7,alpha
human2_lib2.final_cell_0355,7,alpha
human2_lib2.final_cell_0356,7,alpha
human2_lib2.final_cell_0360,7,alpha
human2_lib2.final_cell_0363,7,alpha
human2_lib2.final_cell_0364,7,alpha
human2_lib2.final_cell_0367,7,alpha
human2_lib2.final_cell_0368,7,alpha
human2_lib2.final_cell_0372,7,alpha
human2_lib2.final_cell_0373,7,alpha
human2_lib2.final_cell_0374,7,alpha
human2_lib2.final_cell_0377,7,alpha
human2_lib2.final_cell_0379,7,alpha
human2_lib2.final_cell_0380,7,alpha
human2_lib2.final_cell_0385,7,alpha
human2_lib2.final_cell_0390,7,alpha
human2_lib2.final_cell_0395,7,alpha
human2_lib2.final_cell_0396,7,alpha
human2_lib2.final_cell_0400,7,alpha
human2_lib2.final_cell_0402,7,alpha
human2_lib2.final_cell_0404,7,alpha
human2_lib2.final_cell_0405,7,alpha
human2_lib2.final_cell_0406,7,alpha
human2_lib2.final_cell_0407,7,alpha
human2_lib2.final_cell_0412,7,alpha
human2_lib2.final_cell_0414,7,alpha
human2_lib2.final_cell_0415,7,alpha
human2_lib2.final_cell_0417,7,alpha
human2_lib2.final_cell_0418,7,alpha
human2_lib2.final_cell_0422,7,alpha
human2_lib2.final_cell_0423,7,alpha
human2_lib2.final_cell_0424,7,alpha
human2_lib2.final_cell_0425,7,alpha
human2_lib2.final_cell_0428,7,alpha
human2_lib2.final_cell_0433,7,alpha
human2_lib2.final_cell_0436,7,alpha
human2_lib2.final_cell_0437,7,alpha
human2_lib2.final_cell_0441,7,alpha
human2_lib2.final_cell_0442,7,alpha
human2_lib2.final_cell_0444,7,alpha
human2_lib2.final_cell_0445,7,alpha
human2_lib2.final_cell_0446,7,alpha
human2_lib2.final_cell_0447,7,alpha
human2_lib2.final_cell_0449,7,alpha
human2_lib2.final_cell_0450,7,alpha
human2_lib2.final_cell_0451,7,alpha
human2_lib2.final_cell_0452,7,alpha
human2_lib2.final_cell_0455,7,alpha
human2_lib2.final_cell_0456,7,alpha
human2_lib2.final_cell_0457,7,alpha
human2_lib2.final_cell_0460,7,alpha
human2_lib2.final_cell_0461,7,alpha
human2_lib2.final_cell_0464,7,alpha
human2_lib2.final_cell_0466,7,alpha
human2_lib2.final_cell_0470,7,alpha
human2_lib2.final_cell_0471,7,alpha
human2_lib2.final_cell_0473,7,alpha
human2_lib2.final_cell_0474,7,alpha
human2_lib2.final_cell_0477,7,alpha
human2_lib2.final_cell_0479,7,alpha
human2_lib2.final_cell_0480,7,alpha
human2_lib2.final_cell_0481,7,alpha
human2_lib2.final_cell_0482,7,alpha
human2_lib2.final_cell_0484,7,alpha
human2_lib2.final_cell_0486,7,alpha
human2_lib2.final_cell_0487,7,alpha
human2_lib2.final_cell_0489,7,alpha
human2_lib2.final_cell_0490,7,alpha
human2_lib2.final_cell_0491,7,alpha
human2_lib2.final_cell_0492,7,alpha
human2_lib2.final_cell_0493,7,alpha
human2_lib2.final_cell_0494,7,alpha
human2_lib2.final_cell_0495,7,alpha
human2_lib2.final_cell_0497,7,alpha
human2_lib2.final_cell_0498,7,alpha
human2_lib2.final_cell_0502,7,alpha
human2_lib2.final_cell_0503,7,alpha
human2_lib2.final_cell_0505,7,alpha
human2_lib2.final_cell_0506,7,alpha
human2_lib2.final_cell_0512,7,alpha
human2_lib2.final_cell_0515,7,alpha
human2_lib2.final_cell_0517,7,alpha
human2_lib2.final_cell_0518,7,alpha
human2_lib2.final_cell_0524,7,alpha
human2_lib2.final_cell_0529,7,alpha
human2_lib2.final_cell_0532,7,alpha
human2_lib2.final_cell_0533,7,alpha
human2_lib2.final_cell_0534,7,alpha
human2_lib2.final_cell_0535,7,alpha
human2_lib2.final_cell_0537,7,alpha
human2_lib2.final_cell_0538,7,alpha
human2_lib2.final_cell_0539,7,alpha
human2_lib2.final_cell_0541,7,alpha
human2_lib2.final_cell_0542,7,alpha
human2_lib2.final_cell_0545,7,alpha
human2_lib2.final_cell_0547,7,alpha
human2_lib2.final_cell_0548,7,alpha
human2_lib2.final_cell_0552,7,alpha
human2_lib2.final_cell_0554,7,alpha
human2_lib2.final_cell_0557,7,alpha
human2_lib2.final_cell_0558,7,alpha
human2_lib2.final_cell_0561,7,alpha
human2_lib2.final_cell_0564,7,alpha
human2_lib2.final_cell_0567,7,alpha
human2_lib2.final_cell_0572,7,alpha
human2_lib2.final_cell_0573,7,alpha
human2_lib2.final_cell_0577,7,alpha
human2_lib2.final_cell_0581,7,alpha
human2_lib2.final_cell_0593,7,alpha
human2_lib2.final_cell_0595,7,alpha
human2_lib2.final_cell_0598,7,alpha
human2_lib2.final_cell_0600,7,alpha
human2_lib3.final_cell_0006,7,alpha
human2_lib3.final_cell_0009,7,alpha
human2_lib3.final_cell_0012,7,alpha
human2_lib3.final_cell_0016,7,alpha
human2_lib3.final_cell_0021,7,alpha
human2_lib3.final_cell_0032,7,alpha
human2_lib3.final_cell_0034,7,alpha
human2_lib3.final_cell_0038,7,alpha
human2_lib3.final_cell_0040,7,alpha
human2_lib3.final_cell_0042,7,alpha
human2_lib3.final_cell_0045,7,alpha
human2_lib3.final_cell_0046,7,alpha
human2_lib3.final_cell_0051,7,alpha
human2_lib3.final_cell_0052,7,alpha
human2_lib3.final_cell_0055,7,alpha
human2_lib3.final_cell_0056,7,alpha
human2_lib3.final_cell_0059,7,alpha
human2_lib3.final_cell_0061,7,alpha
human2_lib3.final_cell_0063,7,alpha
human2_lib3.final_cell_0065,7,alpha
human2_lib3.final_cell_0067,7,alpha
human2_lib3.final_cell_0070,7,alpha
human2_lib3.final_cell_0071,7,alpha
human2_lib3.final_cell_0072,7,alpha
human2_lib3.final_cell_0073,7,alpha
human2_lib3.final_cell_0074,7,alpha
human2_lib3.final_cell_0075,7,alpha
human2_lib3.final_cell_0082,7,alpha
human2_lib3.final_cell_0083,7,alpha
human2_lib3.final_cell_0084,7,alpha
human2_lib3.final_cell_0085,7,alpha
human2_lib3.final_cell_0090,7,alpha
human2_lib3.final_cell_0094,7,alpha
human2_lib3.final_cell_0101,7,alpha
human2_lib3.final_cell_0104,7,alpha
human2_lib3.final_cell_0105,7,alpha
human2_lib3.final_cell_0113,7,alpha
human2_lib3.final_cell_0116,7,alpha
human2_lib3.final_cell_0118,7,alpha
human2_lib3.final_cell_0122,7,alpha
human2_lib3.final_cell_0127,7,alpha
human2_lib3.final_cell_0128,7,alpha
human2_lib3.final_cell_0129,7,alpha
human2_lib3.final_cell_0130,7,alpha
human2_lib3.final_cell_0135,7,alpha
human2_lib3.final_cell_0138,7,alpha
human2_lib3.final_cell_0139,7,alpha
human2_lib3.final_cell_0140,7,alpha
human2_lib3.final_cell_0142,7,alpha
human2_lib3.final_cell_0143,7,alpha
human2_lib3.final_cell_0146,7,alpha
human2_lib3.final_cell_0150,7,alpha
human2_lib3.final_cell_0152,7,alpha
human2_lib3.final_cell_0153,7,alpha
human2_lib3.final_cell_0154,7,alpha
human2_lib3.final_cell_0157,7,alpha
human2_lib3.final_cell_0163,7,alpha
human2_lib3.final_cell_0164,7,alpha
human2_lib3.final_cell_0171,7,alpha
human2_lib3.final_cell_0174,7,alpha
human2_lib3.final_cell_0175,7,alpha
human2_lib3.final_cell_0176,7,alpha
human2_lib3.final_cell_0177,7,alpha
human2_lib3.final_cell_0178,7,alpha
human2_lib3.final_cell_0180,7,alpha
human2_lib3.final_cell_0181,7,alpha
human2_lib3.final_cell_0182,7,alpha
human2_lib3.final_cell_0184,7,alpha
human2_lib3.final_cell_0186,7,alpha
human2_lib3.final_cell_0188,7,alpha
human2_lib3.final_cell_0189,7,alpha
human2_lib3.final_cell_0190,7,alpha
human2_lib3.final_cell_0192,7,alpha
human2_lib3.final_cell_0193,7,alpha
human2_lib3.final_cell_0199,7,alpha
human2_lib3.final_cell_0201,7,alpha
human2_lib3.final_cell_0203,7,alpha
human2_lib3.final_cell_0205,7,alpha
human2_lib3.final_cell_0206,7,alpha
human2_lib3.final_cell_0207,7,alpha
human2_lib3.final_cell_0212,7,alpha
human2_lib3.final_cell_0213,7,alpha
human2_lib3.final_cell_0214,7,alpha
human2_lib3.final_cell_0216,7,alpha
human2_lib3.final_cell_0218,7,alpha
human2_lib3.final_cell_0219,7,alpha
human2_lib3.final_cell_0221,7,alpha
human2_lib3.final_cell_0222,7,alpha
human2_lib3.final_cell_0224,7,alpha
human2_lib3.final_cell_0225,7,alpha
human2_lib3.final_cell_0228,7,alpha
human2_lib3.final_cell_0231,7,alpha
human2_lib3.final_cell_0232,7,alpha
human2_lib3.final_cell_0236,7,alpha
human2_lib3.final_cell_0241,7,alpha
human2_lib3.final_cell_0242,7,alpha
human2_lib3.final_cell_0245,7,alpha
human2_lib3.final_cell_0255,7,alpha
human2_lib3.final_cell_0258,7,alpha
human2_lib3.final_cell_0259,7,alpha
human2_lib3.final_cell_0262,7,alpha
human2_lib3.final_cell_0264,7,alpha
human2_lib3.final_cell_0267,7,alpha
human2_lib3.final_cell_0276,7,alpha
human2_lib3.final_cell_0277,7,alpha
human2_lib3.final_cell_0278,7,alpha
human2_lib3.final_cell_0282,7,alpha
human2_lib3.final_cell_0283,7,alpha
human2_lib3.final_cell_0285,7,alpha
human2_lib3.final_cell_0286,7,alpha
human2_lib3.final_cell_0287,7,alpha
human2_lib3.final_cell_0294,7,alpha
human2_lib3.final_cell_0295,7,alpha
human2_lib3.final_cell_0296,7,alpha
human2_lib3.final_cell_0299,7,alpha
human2_lib3.final_cell_0302,7,alpha
human2_lib3.final_cell_0304,7,alpha
human2_lib3.final_cell_0309,7,alpha
human2_lib3.final_cell_0316,7,alpha
human2_lib3.final_cell_0321,7,alpha
human2_lib3.final_cell_0325,7,alpha
human2_lib3.final_cell_0326,7,alpha
human2_lib3.final_cell_0329,7,alpha
human2_lib3.final_cell_0333,7,alpha
human2_lib3.final_cell_0336,7,alpha
human2_lib3.final_cell_0337,7,alpha
human2_lib3.final_cell_0339,7,alpha
human2_lib3.final_cell_0340,7,alpha
human2_lib3.final_cell_0343,7,alpha
human2_lib3.final_cell_0344,7,alpha
human2_lib3.final_cell_0345,7,alpha
human2_lib3.final_cell_0348,7,alpha
human2_lib3.final_cell_0351,7,alpha
human2_lib3.final_cell_0359,7,alpha
human2_lib3.final_cell_0362,7,alpha
human2_lib3.final_cell_0364,7,alpha
human2_lib3.final_cell_0365,7,alpha
human2_lib3.final_cell_0368,7,alpha
human2_lib3.final_cell_0372,7,alpha
human2_lib3.final_cell_0373,7,alpha
human2_lib3.final_cell_0375,7,alpha
human2_lib3.final_cell_0377,7,alpha
human2_lib3.final_cell_0380,7,alpha
human2_lib3.final_cell_0381,7,alpha
human2_lib3.final_cell_0382,7,alpha
human2_lib3.final_cell_0384,7,alpha
human2_lib3.final_cell_0389,7,alpha
human2_lib3.final_cell_0390,7,alpha
human2_lib3.final_cell_0391,7,alpha
human2_lib3.final_cell_0393,7,alpha
human2_lib3.final_cell_0396,7,alpha
human2_lib3.final_cell_0398,7,alpha
human2_lib3.final_cell_0401,7,alpha
human2_lib3.final_cell_0403,7,alpha
human2_lib3.final_cell_0404,7,alpha
human2_lib3.final_cell_0406,7,alpha
human2_lib3.final_cell_0407,7,alpha
human2_lib3.final_cell_0409,7,alpha
human2_lib3.final_cell_0411,7,alpha
human2_lib3.final_cell_0412,7,alpha
human2_lib3.final_cell_0415,7,alpha
human2_lib3.final_cell_0416,7,alpha
human2_lib3.final_cell_0420,7,alpha
human2_lib3.final_cell_0426,7,alpha
human2_lib3.final_cell_0434,7,alpha
human2_lib3.final_cell_0441,7,alpha
human2_lib3.final_cell_0442,7,alpha
human2_lib3.final_cell_0444,7,alpha
human2_lib3.final_cell_0449,7,alpha
human2_lib3.final_cell_0452,7,alpha
human2_lib3.final_cell_0453,7,alpha
human2_lib3.final_cell_0454,7,alpha
human2_lib3.final_cell_0456,7,alpha
human2_lib3.final_cell_0458,7,alpha
human2_lib3.final_cell_0461,7,alpha
human2_lib3.final_cell_0462,7,alpha
human2_lib3.final_cell_0464,7,alpha
human2_lib3.final_cell_0469,7,alpha
human2_lib3.final_cell_0471,7,alpha
human2_lib3.final_cell_0472,7,alpha
human2_lib3.final_cell_0476,7,alpha
human2_lib3.final_cell_0482,7,alpha
human2_lib3.final_cell_0483,7,alpha
human2_lib3.final_cell_0485,7,alpha
human2_lib3.final_cell_0486,7,alpha
human2_lib3.final_cell_0489,7,alpha
human2_lib3.final_cell_0492,7,alpha
human2_lib3.final_cell_0497,7,alpha
human2_lib3.final_cell_0499,7,alpha
human2_lib3.final_cell_0501,7,alpha
human2_lib3.final_cell_0503,7,alpha
human2_lib3.final_cell_0504,7,alpha
human2_lib3.final_cell_0513,7,alpha
human2_lib3.final_cell_0514,7,alpha
human2_lib3.final_cell_0517,7,alpha
human2_lib3.final_cell_0518,7,alpha
human2_lib3.final_cell_0520,7,alpha
human2_lib3.final_cell_0528,7,alpha
human2_lib3.final_cell_0531,7,alpha
human2_lib3.final_cell_0532,7,alpha
human2_lib3.final_cell_0533,7,alpha
human2_lib3.final_cell_0535,7,alpha
human2_lib3.final_cell_0536,7,alpha
human2_lib3.final_cell_0537,7,alpha
human2_lib3.final_cell_0538,7,alpha
human2_lib3.final_cell_0539,7,alpha
human2_lib3.final_cell_0541,7,alpha
human2_lib3.final_cell_0544,7,alpha
human2_lib3.final_cell_0548,7,alpha
human2_lib3.final_cell_0551,7,alpha
human2_lib3.final_cell_0556,7,alpha
human2_lib3.final_cell_0558,7,alpha
human2_lib3.final_cell_0565,7,alpha
human2_lib1.final_cell_0559,7,beta
human2_lib1.final_cell_0399,7,epsilon
human2_lib1.final_cell_0238,7,gamma
human2_lib2.final_cell_0590,7,t_cell
human2_lib1.final_cell_0410,8,schwann
human2_lib1.final_cell_0468,8,schwann
human2_lib2.final_cell_0263,8,schwann
human2_lib2.final_cell_0516,8,schwann
human2_lib2.final_cell_0578,8,schwann
human2_lib2.final_cell_0583,8,schwann
