,Cell,assigned_cluster
1322,human3_lib2.final_cell_0426,acinar
1323,human3_lib2.final_cell_0427,alpha
1324,human3_lib2.final_cell_0428,beta
1325,human3_lib2.final_cell_0429,endothelial
1326,human3_lib2.final_cell_0430,alpha
1327,human3_lib2.final_cell_0431,alpha
1328,human3_lib2.final_cell_0432,gamma
1329,human3_lib2.final_cell_0433,alpha
1330,human3_lib2.final_cell_0434,beta
1331,human3_lib2.final_cell_0435,beta
1332,human3_lib2.final_cell_0436,ductal
1333,human3_lib2.final_cell_0437,delta
1334,human3_lib2.final_cell_0438,beta
1335,human3_lib2.final_cell_0439,beta
1336,human3_lib2.final_cell_0440,alpha
1337,human3_lib2.final_cell_0441,activated_stellate
1338,human3_lib2.final_cell_0442,alpha
1339,human3_lib2.final_cell_0443,beta
1340,human3_lib2.final_cell_0444,alpha
1341,human3_lib2.final_cell_0445,acinar
1342,human3_lib2.final_cell_0446,alpha
1343,human3_lib2.final_cell_0447,alpha
1344,human3_lib2.final_cell_0448,alpha
1345,human3_lib2.final_cell_0449,alpha
1346,human3_lib2.final_cell_0450,beta
1347,human3_lib2.final_cell_0451,alpha
1348,human3_lib2.final_cell_0452,alpha
1349,human3_lib2.final_cell_0453,acinar
1350,human3_lib2.final_cell_0454,beta
1351,human3_lib2.final_cell_0455,alpha
1352,human3_lib2.final_cell_0456,alpha
1353,human3_lib2.final_cell_0457,alpha
1354,human3_lib2.final_cell_0458,ductal
1355,human3_lib2.final_cell_0459,ductal
1356,human3_lib2.final_cell_0460,ductal
1357,human3_lib2.final_cell_0461,activated_stellate
1358,human3_lib2.final_cell_0462,acinar
1359,human3_lib2.final_cell_0463,alpha
1360,human3_lib2.final_cell_0464,beta
1361,human3_lib2.final_cell_0465,beta
1362,human3_lib2.final_cell_0466,acinar
1363,human3_lib2.final_cell_0467,alpha
1364,human3_lib2.final_cell_0468,alpha
1365,human3_lib2.final_cell_0469,acinar
1366,human3_lib2.final_cell_0470,alpha
1367,human3_lib2.final_cell_0471,alpha
1368,human3_lib2.final_cell_0472,acinar
1369,human3_lib2.final_cell_0473,acinar
1370,human3_lib2.final_cell_0474,acinar
1371,human3_lib2.final_cell_0475,delta
1372,human3_lib2.final_cell_0476,ductal
1373,human3_lib2.final_cell_0477,acinar
1374,human3_lib2.final_cell_0478,alpha
1375,human3_lib2.final_cell_0479,alpha
1376,human3_lib2.final_cell_0480,alpha
1377,human3_lib2.final_cell_0481,acinar
1378,human3_lib2.final_cell_0482,alpha
1379,human3_lib2.final_cell_0483,alpha
1380,human3_lib2.final_cell_0484,alpha
1381,human3_lib2.final_cell_0485,alpha
1382,human3_lib2.final_cell_0486,acinar
1383,human3_lib2.final_cell_0487,alpha
1384,human3_lib2.final_cell_0488,alpha
1385,human3_lib2.final_cell_0489,alpha
1386,human3_lib2.final_cell_0490,beta
1387,human3_lib2.final_cell_0491,acinar
1388,human3_lib2.final_cell_0492,activated_stellate
1389,human3_lib2.final_cell_0493,alpha
1390,human3_lib2.final_cell_0494,quiescent_stellate
1391,human3_lib2.final_cell_0495,alpha
1392,human3_lib2.final_cell_0496,alpha
1393,human3_lib2.final_cell_0497,acinar
1394,human3_lib2.final_cell_0498,alpha
1395,human3_lib2.final_cell_0499,beta
1396,human3_lib2.final_cell_0500,alpha
1397,human3_lib2.final_cell_0501,alpha
1398,human3_lib2.final_cell_0502,ductal
1399,human3_lib2.final_cell_0503,alpha
1400,human3_lib2.final_cell_0504,ductal
1401,human3_lib2.final_cell_0505,alpha
1402,human3_lib2.final_cell_0506,acinar
1403,human3_lib2.final_cell_0507,alpha
1404,human3_lib2.final_cell_0508,beta
1405,human3_lib2.final_cell_0509,alpha
1406,human3_lib2.final_cell_0510,alpha
1407,human3_lib2.final_cell_0511,beta
1408,human3_lib2.final_cell_0512,beta
1409,human3_lib2.final_cell_0513,alpha
1410,human3_lib2.final_cell_0514,alpha
1411,human3_lib2.final_cell_0515,alpha
1412,human3_lib2.final_cell_0516,ductal
1413,human3_lib2.final_cell_0517,alpha
1414,human3_lib2.final_cell_0518,alpha
1415,human3_lib2.final_cell_0519,alpha
1416,human3_lib2.final_cell_0520,alpha
1417,human3_lib2.final_cell_0521,alpha
1418,human3_lib2.final_cell_0522,alpha
1419,human3_lib2.final_cell_0523,beta
1420,human3_lib2.final_cell_0524,beta
1421,human3_lib2.final_cell_0525,alpha
1422,human3_lib2.final_cell_0526,ductal
1423,human3_lib2.final_cell_0527,ductal
1424,human3_lib2.final_cell_0528,ductal
1425,human3_lib2.final_cell_0529,beta
1426,human3_lib2.final_cell_0530,endothelial
1427,human3_lib2.final_cell_0531,alpha
1428,human3_lib2.final_cell_0532,beta
1429,human3_lib2.final_cell_0533,alpha
1430,human3_lib2.final_cell_0534,beta
1431,human3_lib2.final_cell_0535,alpha
1432,human3_lib2.final_cell_0536,alpha
1433,human3_lib2.final_cell_0537,alpha
1434,human3_lib2.final_cell_0538,ductal
1435,human3_lib2.final_cell_0539,beta
1436,human3_lib2.final_cell_0540,activated_stellate
1437,human3_lib2.final_cell_0541,alpha
1438,human3_lib2.final_cell_0542,alpha
1439,human3_lib2.final_cell_0543,alpha
1440,human3_lib2.final_cell_0544,endothelial
1441,human3_lib2.final_cell_0545,alpha
1442,human3_lib2.final_cell_0546,beta
1443,human3_lib2.final_cell_0547,acinar
1444,human3_lib2.final_cell_0548,alpha
1445,human3_lib2.final_cell_0549,ductal
1446,human3_lib2.final_cell_0550,alpha
1447,human3_lib2.final_cell_0551,alpha
1448,human3_lib2.final_cell_0552,alpha
1449,human3_lib2.final_cell_0553,beta
1450,human3_lib2.final_cell_0554,alpha
1451,human3_lib2.final_cell_0555,alpha
1452,human3_lib2.final_cell_0556,alpha
1453,human3_lib2.final_cell_0557,alpha
1454,human3_lib2.final_cell_0558,quiescent_stellate
1455,human3_lib2.final_cell_0559,alpha
1456,human3_lib2.final_cell_0560,alpha
1457,human3_lib2.final_cell_0561,alpha
1458,human3_lib2.final_cell_0562,beta
1459,human3_lib2.final_cell_0563,beta
1460,human3_lib2.final_cell_0564,alpha
1461,human3_lib2.final_cell_0565,alpha
1462,human3_lib2.final_cell_0566,beta
1463,human3_lib2.final_cell_0567,alpha
1464,human3_lib2.final_cell_0568,alpha
1465,human3_lib2.final_cell_0569,acinar
1466,human3_lib2.final_cell_0570,ductal
1467,human3_lib2.final_cell_0571,alpha
1468,human3_lib2.final_cell_0572,alpha
1469,human3_lib2.final_cell_0573,beta
1470,human3_lib2.final_cell_0574,beta
1471,human3_lib2.final_cell_0575,alpha
1472,human3_lib2.final_cell_0576,acinar
1473,human3_lib2.final_cell_0577,alpha
1474,human3_lib2.final_cell_0578,alpha
1475,human3_lib2.final_cell_0579,alpha
1476,human3_lib2.final_cell_0580,macrophage
1477,human3_lib2.final_cell_0581,beta
1478,human3_lib2.final_cell_0582,beta
1479,human3_lib2.final_cell_0583,alpha
1480,human3_lib2.final_cell_0584,alpha
1481,human3_lib2.final_cell_0585,ductal
1482,human3_lib2.final_cell_0586,acinar
1483,human3_lib2.final_cell_0587,alpha
1484,human3_lib2.final_cell_0588,alpha
1485,human3_lib2.final_cell_0589,alpha
1486,human3_lib2.final_cell_0590,alpha
1487,human3_lib2.final_cell_0591,alpha
1488,human3_lib2.final_cell_0592,alpha
1489,human3_lib2.final_cell_0593,activated_stellate
1490,human3_lib2.final_cell_0594,beta
1491,human3_lib2.final_cell_0595,alpha
1492,human3_lib2.final_cell_0596,gamma
1493,human3_lib2.final_cell_0597,alpha
1494,human3_lib2.final_cell_0598,alpha
1495,human3_lib2.final_cell_0599,ductal
1496,human3_lib2.final_cell_0600,alpha
1497,human3_lib2.final_cell_0601,alpha
1498,human3_lib2.final_cell_0602,alpha
1499,human3_lib2.final_cell_0603,alpha
1500,human3_lib2.final_cell_0604,alpha
1501,human3_lib2.final_cell_0605,quiescent_stellate
1502,human3_lib2.final_cell_0606,ductal
1503,human3_lib2.final_cell_0607,ductal
1504,human3_lib2.final_cell_0608,acinar
1505,human3_lib2.final_cell_0609,delta
1506,human3_lib2.final_cell_0610,alpha
1507,human3_lib2.final_cell_0611,ductal
1508,human3_lib2.final_cell_0612,alpha
1509,human3_lib2.final_cell_0613,alpha
1510,human3_lib2.final_cell_0614,acinar
1511,human3_lib2.final_cell_0615,delta
1512,human3_lib2.final_cell_0616,acinar
1513,human3_lib2.final_cell_0617,alpha
1514,human3_lib2.final_cell_0618,alpha
1515,human3_lib2.final_cell_0619,alpha
1516,human3_lib2.final_cell_0620,acinar
1517,human3_lib2.final_cell_0621,activated_stellate
1518,human3_lib2.final_cell_0622,beta
1519,human3_lib2.final_cell_0623,acinar
1520,human3_lib2.final_cell_0624,beta
1521,human3_lib2.final_cell_0625,alpha
1522,human3_lib2.final_cell_0626,acinar
1523,human3_lib2.final_cell_0627,beta
1524,human3_lib2.final_cell_0628,alpha
1525,human3_lib2.final_cell_0629,alpha
1526,human3_lib2.final_cell_0630,ductal
1527,human3_lib2.final_cell_0631,alpha
1528,human3_lib2.final_cell_0632,ductal
1529,human3_lib2.final_cell_0633,alpha
1530,human3_lib2.final_cell_0634,alpha
1531,human3_lib2.final_cell_0635,alpha
1532,human3_lib2.final_cell_0636,acinar
1533,human3_lib2.final_cell_0637,ductal
1534,human3_lib2.final_cell_0638,acinar
1535,human3_lib2.final_cell_0639,alpha
1536,human3_lib2.final_cell_0640,delta
1537,human3_lib2.final_cell_0641,alpha
1538,human3_lib2.final_cell_0642,alpha
1539,human3_lib2.final_cell_0643,acinar
1540,human3_lib2.final_cell_0644,beta
1541,human3_lib2.final_cell_0645,alpha
1542,human3_lib2.final_cell_0646,acinar
1543,human3_lib2.final_cell_0647,endothelial
1544,human3_lib2.final_cell_0648,beta
1545,human3_lib2.final_cell_0649,alpha
1546,human3_lib2.final_cell_0650,activated_stellate
1547,human3_lib2.final_cell_0651,activated_stellate
1548,human3_lib2.final_cell_0652,acinar
1549,human3_lib2.final_cell_0653,alpha
1550,human3_lib2.final_cell_0654,alpha
1551,human3_lib2.final_cell_0655,alpha
1552,human3_lib2.final_cell_0656,alpha
1553,human3_lib2.final_cell_0657,ductal
1554,human3_lib2.final_cell_0658,alpha
1555,human3_lib2.final_cell_0659,endothelial
1556,human3_lib2.final_cell_0660,activated_stellate
1557,human3_lib2.final_cell_0661,alpha
1558,human3_lib2.final_cell_0662,alpha
1559,human3_lib2.final_cell_0663,beta
1560,human3_lib2.final_cell_0664,alpha
1561,human3_lib2.final_cell_0665,beta
1562,human3_lib2.final_cell_0666,alpha
1563,human3_lib2.final_cell_0667,beta
1564,human3_lib2.final_cell_0668,quiescent_stellate
1565,human3_lib2.final_cell_0669,alpha
1566,human3_lib2.final_cell_0670,ductal
1567,human3_lib2.final_cell_0671,acinar
1568,human3_lib2.final_cell_0672,beta
1569,human3_lib2.final_cell_0673,mast
1570,human3_lib2.final_cell_0674,acinar
1571,human3_lib2.final_cell_0675,acinar
1572,human3_lib2.final_cell_0676,beta
1573,human3_lib2.final_cell_0677,beta
1574,human3_lib2.final_cell_0678,beta
1575,human3_lib2.final_cell_0679,alpha
1576,human3_lib2.final_cell_0680,alpha
1577,human3_lib2.final_cell_0681,activated_stellate
1578,human3_lib2.final_cell_0682,alpha
1579,human3_lib2.final_cell_0683,alpha
1580,human3_lib2.final_cell_0684,acinar
1581,human3_lib2.final_cell_0685,acinar
1582,human3_lib2.final_cell_0686,ductal
1583,human3_lib2.final_cell_0687,beta
1584,human3_lib2.final_cell_0688,alpha
1585,human3_lib2.final_cell_0689,acinar
1586,human3_lib2.final_cell_0690,ductal
1587,human3_lib2.final_cell_0691,beta
1588,human3_lib2.final_cell_0692,alpha
1589,human3_lib2.final_cell_0693,ductal
1590,human3_lib2.final_cell_0694,alpha
1591,human3_lib2.final_cell_0695,ductal
1592,human3_lib2.final_cell_0696,alpha
1593,human3_lib2.final_cell_0697,activated_stellate
1594,human3_lib2.final_cell_0698,ductal
1595,human3_lib2.final_cell_0699,beta
1596,human3_lib2.final_cell_0700,alpha
1597,human3_lib2.final_cell_0701,quiescent_stellate
1598,human3_lib2.final_cell_0702,delta
1599,human3_lib2.final_cell_0703,beta
1600,human3_lib2.final_cell_0704,alpha
1601,human3_lib2.final_cell_0705,ductal
1602,human3_lib2.final_cell_0706,alpha
1603,human3_lib2.final_cell_0707,alpha
1604,human3_lib2.final_cell_0708,beta
1605,human3_lib2.final_cell_0709,alpha
1606,human3_lib2.final_cell_0710,acinar
1607,human3_lib2.final_cell_0711,alpha
1608,human3_lib2.final_cell_0712,quiescent_stellate
1609,human3_lib2.final_cell_0713,ductal
1610,human3_lib2.final_cell_0714,alpha
1611,human3_lib2.final_cell_0715,ductal
1612,human3_lib2.final_cell_0716,activated_stellate
1613,human3_lib2.final_cell_0717,alpha
1614,human3_lib2.final_cell_0718,beta
1615,human3_lib2.final_cell_0719,alpha
1616,human3_lib2.final_cell_0720,acinar
1617,human3_lib2.final_cell_0721,acinar
1618,human3_lib2.final_cell_0722,alpha
1619,human3_lib2.final_cell_0723,alpha
1620,human3_lib2.final_cell_0724,alpha
1621,human3_lib2.final_cell_0725,ductal
1622,human3_lib2.final_cell_0726,beta
1623,human3_lib2.final_cell_0727,alpha
1624,human3_lib2.final_cell_0728,acinar
1625,human3_lib2.final_cell_0729,activated_stellate
1626,human3_lib2.final_cell_0730,alpha
1627,human3_lib2.final_cell_0731,beta
1628,human3_lib2.final_cell_0732,alpha
1629,human3_lib2.final_cell_0733,beta
1630,human3_lib2.final_cell_0734,beta
1631,human3_lib2.final_cell_0735,beta
1632,human3_lib2.final_cell_0736,alpha
1633,human3_lib2.final_cell_0737,macrophage
1634,human3_lib2.final_cell_0738,ductal
1635,human3_lib2.final_cell_0739,alpha
1636,human3_lib2.final_cell_0740,beta
1637,human3_lib2.final_cell_0741,alpha
1638,human3_lib2.final_cell_0742,beta
1639,human3_lib2.final_cell_0743,ductal
1640,human3_lib2.final_cell_0744,alpha
1641,human3_lib2.final_cell_0745,alpha
1642,human3_lib2.final_cell_0746,alpha
1643,human3_lib2.final_cell_0747,alpha
1644,human3_lib2.final_cell_0748,alpha
1645,human3_lib2.final_cell_0749,beta
1646,human3_lib2.final_cell_0750,alpha
1647,human3_lib2.final_cell_0751,beta
1648,human3_lib2.final_cell_0752,ductal
1649,human3_lib2.final_cell_0753,ductal
1650,human3_lib2.final_cell_0754,ductal
1651,human3_lib2.final_cell_0755,alpha
1652,human3_lib2.final_cell_0756,ductal
1653,human3_lib2.final_cell_0757,activated_stellate
1654,human3_lib2.final_cell_0758,alpha
1655,human3_lib2.final_cell_0759,beta
1656,human3_lib2.final_cell_0760,activated_stellate
1657,human3_lib2.final_cell_0761,alpha
1658,human3_lib2.final_cell_0762,acinar
1659,human3_lib2.final_cell_0763,acinar
1660,human3_lib2.final_cell_0764,alpha
1661,human3_lib2.final_cell_0765,delta
1662,human3_lib2.final_cell_0766,endothelial
1663,human3_lib2.final_cell_0767,quiescent_stellate
1664,human3_lib2.final_cell_0768,beta
1665,human3_lib2.final_cell_0769,beta
1666,human3_lib2.final_cell_0770,alpha
1667,human3_lib2.final_cell_0771,activated_stellate
1668,human3_lib2.final_cell_0772,alpha
1669,human3_lib2.final_cell_0773,beta
1670,human3_lib2.final_cell_0774,acinar
1671,human3_lib2.final_cell_0775,alpha
1672,human3_lib2.final_cell_0776,delta
1673,human3_lib2.final_cell_0777,acinar
1674,human3_lib2.final_cell_0778,quiescent_stellate
1675,human3_lib2.final_cell_0779,beta
1676,human3_lib2.final_cell_0780,alpha
1677,human3_lib2.final_cell_0781,alpha
1678,human3_lib2.final_cell_0782,ductal
1679,human3_lib2.final_cell_0783,alpha
1680,human3_lib2.final_cell_0784,alpha
1681,human3_lib2.final_cell_0785,alpha
1682,human3_lib2.final_cell_0786,alpha
1683,human3_lib2.final_cell_0787,alpha
1684,human3_lib2.final_cell_0788,gamma
1685,human3_lib2.final_cell_0789,alpha
1686,human3_lib2.final_cell_0790,beta
1687,human3_lib2.final_cell_0791,beta
1688,human3_lib2.final_cell_0792,delta
1689,human3_lib2.final_cell_0793,alpha
1690,human3_lib2.final_cell_0794,activated_stellate
1691,human3_lib2.final_cell_0795,alpha
1692,human3_lib2.final_cell_0796,quiescent_stellate
1693,human3_lib2.final_cell_0797,beta
1694,human3_lib2.final_cell_0798,mast
1695,human3_lib2.final_cell_0799,alpha
1696,human3_lib2.final_cell_0800,acinar
1697,human3_lib2.final_cell_0801,alpha
1698,human3_lib2.final_cell_0802,alpha
1699,human3_lib2.final_cell_0803,endothelial
1700,human3_lib2.final_cell_0804,beta
1701,human3_lib2.final_cell_0805,macrophage
1702,human3_lib2.final_cell_0806,ductal
1703,human3_lib2.final_cell_0807,beta
1704,human3_lib2.final_cell_0808,beta
1705,human3_lib2.final_cell_0809,beta
1706,human3_lib2.final_cell_0810,alpha
1707,human3_lib2.final_cell_0811,beta
1708,human3_lib2.final_cell_0812,alpha
1709,human3_lib2.final_cell_0813,mast
1710,human3_lib2.final_cell_0814,alpha
1711,human3_lib2.final_cell_0815,alpha
1712,human3_lib2.final_cell_0816,beta
1713,human3_lib2.final_cell_0817,endothelial
1714,human3_lib2.final_cell_0818,acinar
1715,human3_lib2.final_cell_0819,endothelial
1716,human3_lib2.final_cell_0820,beta
1717,human3_lib2.final_cell_0821,beta
1718,human3_lib2.final_cell_0822,alpha
1719,human3_lib2.final_cell_0823,quiescent_stellate
1720,human3_lib2.final_cell_0824,ductal
1721,human3_lib2.final_cell_0825,ductal
1722,human3_lib2.final_cell_0826,beta
1723,human3_lib2.final_cell_0827,beta
1724,human3_lib2.final_cell_0828,alpha
1725,human3_lib2.final_cell_0829,beta
1726,human3_lib2.final_cell_0830,beta
1727,human3_lib2.final_cell_0831,beta
1728,human3_lib2.final_cell_0832,quiescent_stellate
1729,human3_lib2.final_cell_0833,quiescent_stellate
1730,human3_lib2.final_cell_0834,beta
1731,human3_lib2.final_cell_0835,alpha
1732,human3_lib2.final_cell_0836,delta
1733,human3_lib2.final_cell_0837,alpha
1734,human3_lib2.final_cell_0838,ductal
1735,human3_lib2.final_cell_0839,acinar
1736,human3_lib2.final_cell_0840,alpha
1737,human3_lib2.final_cell_0841,alpha
1738,human3_lib2.final_cell_0842,alpha
1739,human3_lib2.final_cell_0843,quiescent_stellate
1740,human3_lib2.final_cell_0844,alpha
1741,human3_lib2.final_cell_0845,beta
1742,human3_lib2.final_cell_0846,endothelial
1743,human3_lib2.final_cell_0847,activated_stellate
1744,human3_lib2.final_cell_0848,alpha
1745,human3_lib2.final_cell_0849,alpha
1746,human3_lib2.final_cell_0850,beta
1747,human3_lib2.final_cell_0851,alpha
1748,human3_lib2.final_cell_0852,beta
1749,human3_lib2.final_cell_0853,beta
1750,human3_lib2.final_cell_0854,alpha
1751,human3_lib2.final_cell_0855,ductal
1752,human3_lib2.final_cell_0856,endothelial
1753,human3_lib2.final_cell_0857,endothelial
1754,human3_lib2.final_cell_0858,endothelial
1755,human3_lib2.final_cell_0859,beta
1756,human3_lib2.final_cell_0860,beta
1757,human3_lib2.final_cell_0861,quiescent_stellate
1758,human3_lib2.final_cell_0862,beta
1759,human3_lib2.final_cell_0863,beta
1760,human3_lib2.final_cell_0864,beta
1761,human3_lib2.final_cell_0865,beta
1762,human3_lib2.final_cell_0866,ductal
1763,human3_lib2.final_cell_0867,beta
1764,human3_lib2.final_cell_0868,ductal
1765,human3_lib2.final_cell_0869,endothelial
1766,human3_lib2.final_cell_0870,endothelial
1767,human3_lib2.final_cell_0871,alpha
1768,human3_lib2.final_cell_0872,beta
1769,human3_lib2.final_cell_0873,activated_stellate
1770,human3_lib2.final_cell_0874,beta
1771,human3_lib2.final_cell_0875,alpha
1772,human3_lib3.final_cell_0001,acinar
1773,human3_lib3.final_cell_0002,acinar
1774,human3_lib3.final_cell_0003,acinar
1775,human3_lib3.final_cell_0004,acinar
1776,human3_lib3.final_cell_0005,acinar
1777,human3_lib3.final_cell_0006,acinar
1778,human3_lib3.final_cell_0007,acinar
1779,human3_lib3.final_cell_0008,acinar
1780,human3_lib3.final_cell_0009,acinar
1781,human3_lib3.final_cell_0010,acinar
1782,human3_lib3.final_cell_0011,acinar
1783,human3_lib3.final_cell_0012,acinar
1784,human3_lib3.final_cell_0013,acinar
1785,human3_lib3.final_cell_0014,acinar
1786,human3_lib3.final_cell_0015,acinar
1787,human3_lib3.final_cell_0016,acinar
1788,human3_lib3.final_cell_0017,acinar
1789,human3_lib3.final_cell_0018,acinar
1790,human3_lib3.final_cell_0019,acinar
1791,human3_lib3.final_cell_0020,acinar
1792,human3_lib3.final_cell_0021,acinar
1793,human3_lib3.final_cell_0022,acinar
1794,human3_lib3.final_cell_0023,acinar
1795,human3_lib3.final_cell_0024,acinar
1796,human3_lib3.final_cell_0025,acinar
1797,human3_lib3.final_cell_0026,acinar
1798,human3_lib3.final_cell_0027,acinar
1799,human3_lib3.final_cell_0028,acinar
1800,human3_lib3.final_cell_0029,acinar
1801,human3_lib3.final_cell_0030,acinar
1802,human3_lib3.final_cell_0031,acinar
1803,human3_lib3.final_cell_0032,alpha
1804,human3_lib3.final_cell_0033,acinar
1805,human3_lib3.final_cell_0034,delta
1806,human3_lib3.final_cell_0035,acinar
1807,human3_lib3.final_cell_0036,acinar
1808,human3_lib3.final_cell_0037,acinar
1809,human3_lib3.final_cell_0038,acinar
1810,human3_lib3.final_cell_0039,acinar
1811,human3_lib3.final_cell_0040,acinar
1812,human3_lib3.final_cell_0041,acinar
1813,human3_lib3.final_cell_0042,acinar
1814,human3_lib3.final_cell_0043,acinar
1815,human3_lib3.final_cell_0044,acinar
1816,human3_lib3.final_cell_0045,acinar
1817,human3_lib3.final_cell_0046,acinar
1818,human3_lib3.final_cell_0047,acinar
1819,human3_lib3.final_cell_0048,acinar
1820,human3_lib3.final_cell_0049,acinar
1821,human3_lib3.final_cell_0050,acinar
1822,human3_lib3.final_cell_0051,acinar
1823,human3_lib3.final_cell_0052,beta
1824,human3_lib3.final_cell_0053,acinar
1825,human3_lib3.final_cell_0054,beta
1826,human3_lib3.final_cell_0055,acinar
1827,human3_lib3.final_cell_0056,acinar
1828,human3_lib3.final_cell_0057,acinar
1829,human3_lib3.final_cell_0058,acinar
1830,human3_lib3.final_cell_0059,acinar
1831,human3_lib3.final_cell_0060,acinar
1832,human3_lib3.final_cell_0061,acinar
1833,human3_lib3.final_cell_0062,acinar
1834,human3_lib3.final_cell_0063,acinar
1835,human3_lib3.final_cell_0064,acinar
1836,human3_lib3.final_cell_0065,acinar
1837,human3_lib3.final_cell_0066,acinar
1838,human3_lib3.final_cell_0067,acinar
1839,human3_lib3.final_cell_0068,acinar
1840,human3_lib3.final_cell_0069,acinar
1841,human3_lib3.final_cell_0070,acinar
1842,human3_lib3.final_cell_0071,acinar
1843,human3_lib3.final_cell_0072,acinar
1844,human3_lib3.final_cell_0073,acinar
1845,human3_lib3.final_cell_0074,acinar
1846,human3_lib3.final_cell_0075,acinar
1847,human3_lib3.final_cell_0076,acinar
1848,human3_lib3.final_cell_0077,acinar
1849,human3_lib3.final_cell_0078,acinar
1850,human3_lib3.final_cell_0079,acinar
1851,human3_lib3.final_cell_0080,acinar
1852,human3_lib3.final_cell_0081,acinar
1853,human3_lib3.final_cell_0082,acinar
1854,human3_lib3.final_cell_0083,ductal
1855,human3_lib3.final_cell_0084,acinar
1856,human3_lib3.final_cell_0085,acinar
1857,human3_lib3.final_cell_0086,beta
1858,human3_lib3.final_cell_0087,beta
1859,human3_lib3.final_cell_0088,acinar
1860,human3_lib3.final_cell_0089,acinar
1861,human3_lib3.final_cell_0090,acinar
1862,human3_lib3.final_cell_0091,delta
1863,human3_lib3.final_cell_0092,acinar
1864,human3_lib3.final_cell_0093,beta
1865,human3_lib3.final_cell_0094,acinar
1866,human3_lib3.final_cell_0095,acinar
1867,human3_lib3.final_cell_0096,acinar
1868,human3_lib3.final_cell_0097,alpha
1869,human3_lib3.final_cell_0098,acinar
1870,human3_lib3.final_cell_0099,acinar
1871,human3_lib3.final_cell_0100,acinar
1872,human3_lib3.final_cell_0101,acinar
1873,human3_lib3.final_cell_0102,delta
1874,human3_lib3.final_cell_0103,acinar
1875,human3_lib3.final_cell_0104,alpha
1876,human3_lib3.final_cell_0105,beta
1877,human3_lib3.final_cell_0106,acinar
1878,human3_lib3.final_cell_0107,beta
1879,human3_lib3.final_cell_0108,beta
1880,human3_lib3.final_cell_0109,acinar
1881,human3_lib3.final_cell_0110,ductal
1882,human3_lib3.final_cell_0111,acinar
1883,human3_lib3.final_cell_0112,beta
1884,human3_lib3.final_cell_0113,acinar
1885,human3_lib3.final_cell_0114,alpha
1886,human3_lib3.final_cell_0115,alpha
1887,human3_lib3.final_cell_0116,alpha
1888,human3_lib3.final_cell_0117,activated_stellate
1889,human3_lib3.final_cell_0118,acinar
1890,human3_lib3.final_cell_0119,acinar
1891,human3_lib3.final_cell_0120,acinar
1892,human3_lib3.final_cell_0121,beta
1893,human3_lib3.final_cell_0122,acinar
1894,human3_lib3.final_cell_0123,acinar
1895,human3_lib3.final_cell_0124,beta
1896,human3_lib3.final_cell_0125,alpha
1897,human3_lib3.final_cell_0126,acinar
1898,human3_lib3.final_cell_0127,alpha
1899,human3_lib3.final_cell_0128,acinar
1900,human3_lib3.final_cell_0129,acinar
1901,human3_lib3.final_cell_0130,alpha
1902,human3_lib3.final_cell_0131,beta
1903,human3_lib3.final_cell_0132,acinar
1904,human3_lib3.final_cell_0133,alpha
1905,human3_lib3.final_cell_0134,activated_stellate
1906,human3_lib3.final_cell_0135,acinar
1907,human3_lib3.final_cell_0136,beta
1908,human3_lib3.final_cell_0137,beta
1909,human3_lib3.final_cell_0138,beta
1910,human3_lib3.final_cell_0139,acinar
1911,human3_lib3.final_cell_0140,beta
1912,human3_lib3.final_cell_0141,beta
1913,human3_lib3.final_cell_0142,beta
1914,human3_lib3.final_cell_0143,acinar
1915,human3_lib3.final_cell_0144,acinar
1916,human3_lib3.final_cell_0145,acinar
1917,human3_lib3.final_cell_0146,endothelial
1918,human3_lib3.final_cell_0147,alpha
1919,human3_lib3.final_cell_0148,beta
1920,human3_lib3.final_cell_0149,delta
1921,human3_lib3.final_cell_0150,beta
1922,human3_lib3.final_cell_0151,beta
1923,human3_lib3.final_cell_0152,acinar
1924,human3_lib3.final_cell_0153,beta
1925,human3_lib3.final_cell_0154,activated_stellate
1926,human3_lib3.final_cell_0155,acinar
1927,human3_lib3.final_cell_0156,acinar
1928,human3_lib3.final_cell_0157,acinar
1929,human3_lib3.final_cell_0158,alpha
1930,human3_lib3.final_cell_0159,delta
1931,human3_lib3.final_cell_0160,acinar
1932,human3_lib3.final_cell_0161,beta
1933,human3_lib3.final_cell_0162,acinar
1934,human3_lib3.final_cell_0163,acinar
1935,human3_lib3.final_cell_0164,acinar
1936,human3_lib3.final_cell_0165,beta
1937,human3_lib3.final_cell_0166,acinar
1938,human3_lib3.final_cell_0167,beta
1939,human3_lib3.final_cell_0168,acinar
1940,human3_lib3.final_cell_0169,beta
1941,human3_lib3.final_cell_0170,acinar
1942,human3_lib3.final_cell_0171,alpha
1943,human3_lib3.final_cell_0172,ductal
1944,human3_lib3.final_cell_0173,acinar
1945,human3_lib3.final_cell_0174,acinar
1946,human3_lib3.final_cell_0175,activated_stellate
1947,human3_lib3.final_cell_0176,acinar
1948,human3_lib3.final_cell_0177,acinar
1949,human3_lib3.final_cell_0178,beta
1950,human3_lib3.final_cell_0179,acinar
1951,human3_lib3.final_cell_0180,acinar
1952,human3_lib3.final_cell_0181,beta
1953,human3_lib3.final_cell_0182,activated_stellate
1954,human3_lib3.final_cell_0183,alpha
1955,human3_lib3.final_cell_0184,beta
